day,I
1,110
2,92
3,89
4,98
5,102
6,100
7,109
8,85
9,74
10,104
11,105
12,66
13,94
14,107
15,91
16,98
17,113
18,125
19,114
20,94
21,129
22,87
23,119
24,95
25,116
26,132
27,119
28,91
29,133
30,145
31,132
32,119
33,136
34,166
35,152
36,137
37,188
38,178
39,129
40,221
41,188
42,205
43,219
44,262
45,255
46,254
47,267
48,336
49,362
50,331
51,407
52,399
53,389
54,457
55,498
56,501
57,472
58,576
59,570
60,609
61,632
62,638
63,723
64,733
65,740
66,785
67,780
68,785
69,902
70,874
71,858
72,893
73,877
74,905
75,937
76,1008
77,926
78,937
79,958
80,930
81,999
82,1003
83,968
84,996
85,988
86,995
87,970
88,908
89,949
90,915
91,947
92,814
93,814
94,867
95,868
96,766
97,688
98,720
99,711
100,605
101,682
102,630
103,629
104,579
105,561
106,529
107,512
108,481
109,486
110,492
111,473
112,457
113,391
114,389
115,375
116,380
117,358
118,373
119,397
120,340
121,288
122,305
123,321
124,310
125,289
126,285
127,281
128,268
129,244
130,244
131,256
132,193
133,221
134,190
135,235
136,184
137,198
138,183
139,152
140,167
141,212
142,165
143,128
144,153
145,155
146,128
147,137
148,126
149,125
150,137
