date,cases
2023-01-01,36
2023-01-02,50
2023-01-03,51
2023-01-04,45
2023-01-05,47
2023-01-06,48
2023-01-07,27
2023-01-08,24
2023-01-09,60
2023-01-10,55
2023-01-11,52
2023-01-12,50
2023-01-13,46
2023-01-14,27
2023-01-15,22
2023-01-16,53
2023-01-17,75
2023-01-18,64
2023-01-19,61
2023-01-20,60
2023-01-21,36
2023-01-22,41
2023-01-23,57
2023-01-24,81
2023-01-25,74
2023-01-26,70
2023-01-27,88
2023-01-28,47
2023-01-29,45
2023-01-30,88
2023-01-31,75
2023-02-01,111
2023-02-02,108
2023-02-03,109
2023-02-04,54
2023-02-05,52
2023-02-06,120
2023-02-07,117
2023-02-08,121
2023-02-09,120
2023-02-10,106
2023-02-11,68
2023-02-12,78
2023-02-13,153
2023-02-14,169
2023-02-15,166
2023-02-16,169
2023-02-17,158
2023-02-18,89
2023-02-19,81
2023-02-20,193
2023-02-21,226
2023-02-22,197
2023-02-23,220
2023-02-24,241
2023-02-25,142
2023-02-26,133
2023-02-27,256
2023-02-28,297
2023-03-01,285
2023-03-02,299
2023-03-03,297
2023-03-04,155
2023-03-05,182
2023-03-06,338
2023-03-07,356
2023-03-08,337
2023-03-09,374
2023-03-10,352
2023-03-11,184
2023-03-12,190
2023-03-13,358
2023-03-14,357
2023-03-15,348
2023-03-16,335
2023-03-17,355
2023-03-18,161
2023-03-19,152
2023-03-20,323
2023-03-21,297
2023-03-22,304
2023-03-23,310
2023-03-24,295
2023-03-25,149
2023-03-26,120
2023-03-27,245
2023-03-28,250
2023-03-29,202
2023-03-30,216
2023-03-31,196
2023-04-01,84
2023-04-02,77
2023-04-03,152
2023-04-04,134
2023-04-05,140
2023-04-06,140
2023-04-07,106
2023-04-08,44
2023-04-09,42
2023-04-10,71
2023-04-11,67
2023-04-12,69
2023-04-13,73
2023-04-14,51
2023-04-15,17
2023-04-16,29
2023-04-17,33
2023-04-18,48
2023-04-19,30
2023-04-20,32
2023-04-21,31
2023-04-22,14
2023-04-23,16
2023-04-24,20
2023-04-25,22
2023-04-26,23
2023-04-27,23
2023-04-28,33
2023-04-29,16
2023-04-30,22
2023-05-01,29
2023-05-02,20
2023-05-03,36
2023-05-04,35
2023-05-05,34
2023-05-06,17
2023-05-07,23
2023-05-08,46
2023-05-09,47
2023-05-10,49
2023-05-11,46
2023-05-12,34
2023-05-13,36
2023-05-14,19
2023-05-15,48
2023-05-16,52
2023-05-17,53
2023-05-18,62
2023-05-19,41
2023-05-20,24
2023-05-21,31
2023-05-22,59
2023-05-23,51
2023-05-24,77
2023-05-25,55
2023-05-26,60
2023-05-27,35
2023-05-28,25
2023-05-29,54
2023-05-30,69
