day,I
1,91
2,88
3,103
4,99
5,92
6,84
7,104
8,81
9,87
10,73
11,75
12,90
13,82
14,85
15,57
16,69
17,71
18,82
19,62
20,69
21,89
22,76
23,57
24,62
25,87
26,80
27,76
28,85
29,65
30,99
31,72
32,90
33,87
34,103
35,93
36,106
37,103
38,115
39,114
40,140
41,139
42,143
43,152
44,142
45,168
46,175
47,212
48,200
49,236
50,268
51,254
52,263
53,311
54,301
55,331
56,363
57,428
58,452
59,464
60,496
61,509
62,550
63,585
64,628
65,622
66,734
67,735
68,720
69,800
70,860
71,894
72,935
73,909
74,940
75,993
76,1054
77,1061
78,1090
79,1069
80,1128
81,1201
82,1162
83,1155
84,1170
85,1204
86,1283
87,1259
88,1226
89,1190
90,1255
91,1186
92,1230
93,1199
94,1225
95,1158
96,1177
97,1106
98,1133
99,1046
100,1074
101,1087
102,1018
103,979
104,940
105,868
106,851
107,822
108,798
109,789
110,719
111,707
112,674
113,606
114,609
115,580
116,552
117,513
118,524
119,480
120,458
121,451
122,412
123,436
124,418
125,356
126,378
127,375
128,343
129,351
130,331
131,330
132,292
133,283
134,264
135,274
136,252
137,221
138,231
139,242
140,198
141,207
142,224
143,206
144,169
145,158
146,175
147,184
148,142
149,147
150,129
