date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,1
2023-01-04,0
2023-01-05,2
2023-01-06,0
2023-01-07,1
2023-01-08,0
2023-01-09,0
2023-01-10,0
2023-01-11,0
2023-01-12,0
2023-01-13,1
2023-01-14,0
2023-01-15,0
2023-01-16,0
2023-01-17,2
2023-01-18,2
2023-01-19,1
2023-01-20,1
2023-01-21,0
2023-01-22,1
2023-01-23,0
2023-01-24,1
2023-01-25,0
2023-01-26,2
2023-01-27,2
2023-01-28,1
2023-01-29,0
2023-01-30,1
2023-01-31,3
2023-02-01,0
2023-02-02,0
2023-02-03,0
2023-02-04,0
2023-02-05,0
2023-02-06,1
2023-02-07,1
2023-02-08,0
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,2
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,1
2023-02-20,0
2023-02-21,2
2023-02-22,0
2023-02-23,0
2023-02-24,1
2023-02-25,0
2023-02-26,0
2023-02-27,1
2023-02-28,1
2023-03-01,1
2023-03-02,0
2023-03-03,0
2023-03-04,0
2023-03-05,0
2023-03-06,1
2023-03-07,0
2023-03-08,0
2023-03-09,0
2023-03-10,0
2023-03-11,0
2023-03-12,0
2023-03-13,1
2023-03-14,0
2023-03-15,0
2023-03-16,1
2023-03-17,1
2023-03-18,0
2023-03-19,0
2023-03-20,4
2023-03-21,2
2023-03-22,2
2023-03-23,2
2023-03-24,5
2023-03-25,0
2023-03-26,1
2023-03-27,5
2023-03-28,5
2023-03-29,1
2023-03-30,5
2023-03-31,5
2023-04-01,2
2023-04-02,0
2023-04-03,5
2023-04-04,2
2023-04-05,3
2023-04-06,5
2023-04-07,4
2023-04-08,1
2023-04-09,2
2023-04-10,4
2023-04-11,3
2023-04-12,4
2023-04-13,3
2023-04-14,0
2023-04-15,3
2023-04-16,0
2023-04-17,2
2023-04-18,4
2023-04-19,5
2023-04-20,4
2023-04-21,7
2023-04-22,2
2023-04-23,0
2023-04-24,4
2023-04-25,4
2023-04-26,3
2023-04-27,2
2023-04-28,7
2023-04-29,3
2023-04-30,0
2023-05-01,7
2023-05-02,1
2023-05-03,4
2023-05-04,3
2023-05-05,1
2023-05-06,0
2023-05-07,1
2023-05-08,4
2023-05-09,0
2023-05-10,0
2023-05-11,3
2023-05-12,2
2023-05-13,0
2023-05-14,0
2023-05-15,2
2023-05-16,3
2023-05-17,5
2023-05-18,0
2023-05-19,3
2023-05-20,1
2023-05-21,0
2023-05-22,2
2023-05-23,2
2023-05-24,0
2023-05-25,5
2023-05-26,2
2023-05-27,0
2023-05-28,0
2023-05-29,3
2023-05-30,1
