date,hospitalisations
2023-01-01,4
2023-01-02,6
2023-01-03,13
2023-01-04,3
2023-01-05,6
2023-01-06,9
2023-01-07,1
2023-01-08,1
2023-01-09,6
2023-01-10,4
2023-01-11,6
2023-01-12,7
2023-01-13,7
2023-01-14,0
2023-01-15,1
2023-01-16,5
2023-01-17,6
2023-01-18,5
2023-01-19,10
2023-01-20,4
2023-01-21,3
2023-01-22,2
2023-01-23,6
2023-01-24,5
2023-01-25,9
2023-01-26,10
2023-01-27,6
2023-01-28,0
2023-01-29,2
2023-01-30,6
2023-01-31,10
2023-02-01,8
2023-02-02,10
2023-02-03,4
2023-02-04,1
2023-02-05,2
2023-02-06,5
2023-02-07,10
2023-02-08,10
2023-02-09,6
2023-02-10,5
2023-02-11,2
2023-02-12,1
2023-02-13,16
2023-02-14,6
2023-02-15,9
2023-02-16,6
2023-02-17,3
2023-02-18,2
2023-02-19,2
2023-02-20,4
2023-02-21,11
2023-02-22,7
2023-02-23,15
2023-02-24,14
2023-02-25,1
2023-02-26,6
2023-02-27,7
2023-02-28,12
2023-03-01,21
2023-03-02,10
2023-03-03,7
2023-03-04,1
2023-03-05,3
2023-03-06,15
2023-03-07,6
2023-03-08,13
2023-03-09,13
2023-03-10,12
2023-03-11,1
2023-03-12,2
2023-03-13,9
2023-03-14,3
2023-03-15,15
2023-03-16,22
2023-03-17,13
2023-03-18,5
2023-03-19,1
2023-03-20,18
2023-03-21,17
2023-03-22,28
2023-03-23,7
2023-03-24,25
2023-03-25,5
2023-03-26,3
2023-03-27,10
2023-03-28,14
2023-03-29,22
2023-03-30,25
2023-03-31,11
2023-04-01,7
2023-04-02,7
2023-04-03,12
2023-04-04,13
2023-04-05,19
2023-04-06,28
2023-04-07,20
2023-04-08,1
2023-04-09,5
2023-04-10,29
2023-04-11,17
2023-04-12,16
2023-04-13,8
2023-04-14,20
2023-04-15,11
2023-04-16,5
2023-04-17,20
2023-04-18,15
2023-04-19,11
2023-04-20,16
2023-04-21,6
2023-04-22,2
2023-04-23,2
2023-04-24,20
2023-04-25,22
2023-04-26,10
2023-04-27,21
2023-04-28,6
2023-04-29,10
2023-04-30,2
2023-05-01,15
2023-05-02,8
2023-05-03,23
2023-05-04,14
2023-05-05,11
2023-05-06,4
2023-05-07,2
2023-05-08,19
2023-05-09,21
2023-05-10,15
2023-05-11,10
2023-05-12,12
2023-05-13,4
2023-05-14,3
2023-05-15,16
2023-05-16,12
2023-05-17,8
2023-05-18,11
2023-05-19,15
2023-05-20,2
2023-05-21,2
2023-05-22,13
2023-05-23,8
2023-05-24,17
2023-05-25,3
2023-05-26,11
2023-05-27,1
2023-05-28,1
2023-05-29,8
2023-05-30,13
