day,I
1,88
2,78
3,90
4,84
5,80
6,88
7,88
8,72
9,98
10,88
11,85
12,81
13,72
14,78
15,87
16,70
17,88
18,75
19,94
20,66
21,71
22,83
23,86
24,66
25,80
26,65
27,63
28,70
29,61
30,81
31,87
32,76
33,58
34,82
35,106
36,73
37,113
38,99
39,107
40,129
41,152
42,144
43,141
44,138
45,159
46,172
47,197
48,200
49,209
50,211
51,240
52,276
53,279
54,284
55,324
56,350
57,412
58,416
59,486
60,430
61,517
62,510
63,548
64,557
65,628
66,702
67,723
68,776
69,822
70,849
71,893
72,990
73,993
74,1050
75,1080
76,1124
77,1136
78,1119
79,1120
80,1206
81,1205
82,1169
83,1231
84,1265
85,1274
86,1222
87,1304
88,1275
89,1267
90,1178
91,1233
92,1230
93,1285
94,1293
95,1293
96,1270
97,1267
98,1183
99,1180
100,1115
101,1126
102,1008
103,979
104,947
105,884
106,862
107,869
108,802
109,806
110,761
111,720
112,673
113,637
114,606
115,621
116,597
117,518
118,574
119,532
120,519
121,468
122,490
123,425
124,452
125,414
126,370
127,358
128,351
129,348
130,291
131,310
132,301
133,296
134,281
135,264
136,258
137,227
138,221
139,179
140,182
141,189
142,165
143,128
144,152
145,124
146,118
147,125
148,108
149,113
150,99
