day,I
1,85
2,119
3,89
4,89
5,105
6,96
7,92
8,82
9,97
10,97
11,80
12,82
13,98
14,104
15,95
16,99
17,100
18,96
19,82
20,116
21,130
22,104
23,132
24,104
25,115
26,111
27,146
28,127
29,147
30,140
31,149
32,154
33,160
34,166
35,193
36,182
37,206
38,190
39,218
40,241
41,249
42,256
43,264
44,284
45,292
46,325
47,343
48,364
49,398
50,407
51,421
52,458
53,531
54,526
55,552
56,586
57,585
58,601
59,658
60,686
61,762
62,762
63,739
64,822
65,807
66,939
67,868
68,904
69,938
70,977
71,976
72,1011
73,1077
74,1069
75,1025
76,1030
77,1125
78,1105
79,1097
80,1138
81,1087
82,1158
83,1138
84,1099
85,1100
86,1027
87,1163
88,1073
89,1023
90,1042
91,1055
92,1071
93,908
94,943
95,902
96,895
97,878
98,779
99,823
100,773
101,783
102,724
103,680
104,724
105,660
106,607
107,602
108,619
109,596
110,619
111,543
112,519
113,468
114,504
115,478
116,477
117,452
118,430
119,423
120,397
121,383
122,416
123,347
124,348
125,331
126,345
127,286
128,298
129,273
130,295
131,279
132,278
133,232
134,228
135,259
136,212
137,199
138,220
139,196
140,194
141,198
142,199
143,194
144,189
145,160
146,152
147,152
148,153
149,158
150,148
