day,I
1,113
2,103
3,115
4,91
5,101
6,112
7,94
8,96
9,74
10,79
11,85
12,83
13,67
14,82
15,73
16,64
17,76
18,73
19,67
20,61
21,79
22,64
23,88
24,67
25,66
26,72
27,78
28,79
29,79
30,88
31,97
32,82
33,87
34,98
35,83
36,105
37,95
38,104
39,99
40,106
41,111
42,106
43,108
44,140
45,124
46,127
47,161
48,174
49,182
50,166
51,192
52,189
53,243
54,231
55,235
56,244
57,283
58,303
59,293
60,337
61,339
62,373
63,428
64,400
65,423
66,476
67,521
68,537
69,524
70,573
71,561
72,663
73,652
74,660
75,685
76,672
77,756
78,721
79,768
80,754
81,765
82,820
83,821
84,824
85,852
86,868
87,883
88,829
89,913
90,886
91,912
92,884
93,898
94,898
95,855
96,797
97,811
98,767
99,761
100,722
101,720
102,726
103,637
104,643
105,606
106,592
107,581
108,541
109,557
110,536
111,467
112,444
113,481
114,457
115,386
116,349
117,414
118,347
119,340
120,368
121,332
122,298
123,282
124,293
125,273
126,249
127,242
128,254
129,242
130,228
131,203
132,209
133,163
134,186
135,167
136,195
137,162
138,129
139,150
140,130
141,118
142,134
143,138
144,100
145,117
146,112
147,110
148,99
149,90
150,99
