date,hospitalisations
2023-01-01,8
2023-01-02,10
2023-01-03,12
2023-01-04,10
2023-01-05,7
2023-01-06,4
2023-01-07,5
2023-01-08,3
2023-01-09,8
2023-01-10,5
2023-01-11,3
2023-01-12,9
2023-01-13,6
2023-01-14,1
2023-01-15,6
2023-01-16,5
2023-01-17,3
2023-01-18,7
2023-01-19,1
2023-01-20,3
2023-01-21,3
2023-01-22,3
2023-01-23,5
2023-01-24,2
2023-01-25,6
2023-01-26,5
2023-01-27,5
2023-01-28,4
2023-01-29,0
2023-01-30,6
2023-01-31,5
2023-02-01,6
2023-02-02,5
2023-02-03,7
2023-02-04,3
2023-02-05,6
2023-02-06,2
2023-02-07,5
2023-02-08,3
2023-02-09,5
2023-02-10,10
2023-02-11,5
2023-02-12,2
2023-02-13,7
2023-02-14,10
2023-02-15,3
2023-02-16,6
2023-02-17,7
2023-02-18,3
2023-02-19,6
2023-02-20,10
2023-02-21,6
2023-02-22,6
2023-02-23,11
2023-02-24,9
2023-02-25,6
2023-02-26,5
2023-02-27,8
2023-02-28,8
2023-03-01,10
2023-03-02,11
2023-03-03,12
2023-03-04,3
2023-03-05,5
2023-03-06,15
2023-03-07,9
2023-03-08,6
2023-03-09,15
2023-03-10,11
2023-03-11,8
2023-03-12,7
2023-03-13,14
2023-03-14,16
2023-03-15,16
2023-03-16,17
2023-03-17,15
2023-03-18,8
2023-03-19,4
2023-03-20,10
2023-03-21,20
2023-03-22,18
2023-03-23,14
2023-03-24,13
2023-03-25,7
2023-03-26,5
2023-03-27,17
2023-03-28,11
2023-03-29,23
2023-03-30,21
2023-03-31,16
2023-04-01,9
2023-04-02,10
2023-04-03,21
2023-04-04,27
2023-04-05,24
2023-04-06,16
2023-04-07,17
2023-04-08,6
2023-04-09,18
2023-04-10,17
2023-04-11,19
2023-04-12,33
2023-04-13,21
2023-04-14,17
2023-04-15,8
2023-04-16,6
2023-04-17,29
2023-04-18,19
2023-04-19,19
2023-04-20,24
2023-04-21,24
2023-04-22,12
2023-04-23,13
2023-04-24,21
2023-04-25,26
2023-04-26,33
2023-04-27,20
2023-04-28,15
2023-04-29,6
2023-04-30,11
2023-05-01,18
2023-05-02,23
2023-05-03,21
2023-05-04,11
2023-05-05,21
2023-05-06,6
2023-05-07,9
2023-05-08,19
2023-05-09,12
2023-05-10,15
2023-05-11,14
2023-05-12,18
2023-05-13,7
2023-05-14,8
2023-05-15,13
2023-05-16,12
2023-05-17,14
2023-05-18,15
2023-05-19,7
2023-05-20,4
2023-05-21,5
2023-05-22,14
2023-05-23,10
2023-05-24,6
2023-05-25,14
2023-05-26,10
2023-05-27,3
2023-05-28,3
2023-05-29,8
2023-05-30,7
