date,cases
2023-01-01,18
2023-01-02,37
2023-01-03,29
2023-01-04,40
2023-01-05,41
2023-01-06,39
2023-01-07,18
2023-01-08,27
2023-01-09,53
2023-01-10,60
2023-01-11,46
2023-01-12,53
2023-01-13,44
2023-01-14,30
2023-01-15,33
2023-01-16,57
2023-01-17,91
2023-01-18,73
2023-01-19,91
2023-01-20,79
2023-01-21,50
2023-01-22,47
2023-01-23,106
2023-01-24,119
2023-01-25,132
2023-01-26,110
2023-01-27,162
2023-01-28,72
2023-01-29,87
2023-01-30,163
2023-01-31,183
2023-02-01,183
2023-02-02,209
2023-02-03,165
2023-02-04,102
2023-02-05,103
2023-02-06,216
2023-02-07,230
2023-02-08,190
2023-02-09,177
2023-02-10,195
2023-02-11,100
2023-02-12,94
2023-02-13,196
2023-02-14,155
2023-02-15,144
2023-02-16,131
2023-02-17,138
2023-02-18,78
2023-02-19,58
2023-02-20,112
2023-02-21,120
2023-02-22,100
2023-02-23,95
2023-02-24,71
2023-02-25,34
2023-02-26,34
2023-02-27,54
2023-02-28,60
2023-03-01,38
2023-03-02,46
2023-03-03,41
2023-03-04,12
2023-03-05,21
2023-03-06,37
2023-03-07,29
2023-03-08,29
2023-03-09,30
2023-03-10,27
2023-03-11,14
2023-03-12,20
2023-03-13,22
2023-03-14,29
2023-03-15,37
2023-03-16,28
2023-03-17,29
2023-03-18,16
2023-03-19,11
2023-03-20,40
2023-03-21,41
2023-03-22,36
2023-03-23,31
2023-03-24,42
2023-03-25,16
2023-03-26,30
2023-03-27,39
2023-03-28,37
2023-03-29,51
2023-03-30,37
2023-03-31,53
2023-04-01,18
2023-04-02,22
2023-04-03,45
2023-04-04,52
2023-04-05,48
2023-04-06,52
2023-04-07,50
2023-04-08,20
2023-04-09,24
2023-04-10,46
2023-04-11,38
2023-04-12,42
2023-04-13,50
2023-04-14,34
2023-04-15,19
2023-04-16,21
2023-04-17,23
2023-04-18,27
2023-04-19,24
2023-04-20,15
2023-04-21,16
2023-04-22,8
2023-04-23,11
2023-04-24,15
2023-04-25,15
2023-04-26,11
2023-04-27,13
2023-04-28,12
2023-04-29,4
2023-04-30,3
2023-05-01,11
2023-05-02,11
2023-05-03,8
2023-05-04,4
2023-05-05,6
2023-05-06,3
2023-05-07,5
2023-05-08,6
2023-05-09,8
2023-05-10,2
2023-05-11,7
2023-05-12,6
2023-05-13,6
2023-05-14,5
2023-05-15,8
2023-05-16,9
2023-05-17,13
2023-05-18,10
2023-05-19,11
2023-05-20,8
2023-05-21,3
2023-05-22,14
2023-05-23,12
2023-05-24,21
2023-05-25,14
2023-05-26,20
2023-05-27,4
2023-05-28,12
2023-05-29,17
2023-05-30,36
