date,cases
2020-09-01,1962
2020-09-02,2696
2020-09-03,2716
2020-09-04,2637
2020-09-05,2200
2020-09-06,2079
2020-09-07,3530
2020-09-08,3071
2020-09-09,2893
2020-09-10,3143
2020-09-11,2893
2020-09-12,2224
2020-09-13,1722
2020-09-14,2941
2020-09-15,3057
2020-09-16,3778
2020-09-17,3979
2020-09-18,4290
2020-09-19,4215
2020-09-20,4652
2020-09-21,4727
2020-09-22,5400
2020-09-23,5934
2020-09-24,6361
2020-09-25,6105
2020-09-26,5704
2020-09-27,6084
2020-09-28,8641
2020-09-29,8832
2020-09-30,10663
2020-10-01,11444
2020-10-02,11719
2020-10-03,9820
2020-10-04,9966
2020-10-05,14218
2020-10-06,14458
2020-10-07,15418
2020-10-08,15452
2020-10-09,13158
2020-10-10,10301
2020-10-11,9781
2020-10-12,16420
2020-10-13,15660
2020-10-14,16644
2020-10-15,15428
2020-10-16,14761
2020-10-17,12488
2020-10-18,11982
2020-10-19,22369
2020-10-20,21638
2020-10-21,21762
2020-10-22,19866
2020-10-23,18359
2020-10-24,13713
2020-10-25,13353
2020-10-26,23033
2020-10-27,20762
2020-10-28,20548
2020-10-29,20256
2020-10-30,19899
2020-10-31,14565
2020-11-01,13611
2020-11-02,28394
2020-11-03,22690
2020-11-04,21053
2020-11-05,21206
2020-11-06,21179
2020-11-07,16888
2020-11-08,18272
2020-11-09,28562
2020-11-10,24836
2020-11-11,25064
2020-11-12,22320
2020-11-13,22009
2020-11-14,16290
2020-11-15,14430
2020-11-16,24147
2020-11-17,20675
2020-11-18,18545
2020-11-19,15797
2020-11-20,14960
2020-11-21,10806
2020-11-22,10216
2020-11-23,16472
2020-11-24,14267
2020-11-25,14153
2020-11-26,12458
2020-11-27,12459
2020-11-28,9348
2020-11-29,9067
2020-11-30,15228
2020-12-01,13732
2020-12-02,13661
2020-12-03,12761
2020-12-04,13065
2020-12-05,10302
2020-12-06,11036
2020-12-07,17662
2020-12-08,16937
2020-12-09,17744
2020-12-10,18850
2020-12-11,20177
2020-12-12,16268
2020-12-13,18409
2020-12-14,30019
2020-12-15,29652
2020-12-16,30648
2020-12-17,30160
2020-12-18,32426
2020-12-19,22195
2020-12-20,29556
2020-12-21,43446
2020-12-22,41741
2020-12-23,38382
2020-12-24,29287
2020-12-25,12926
2020-12-26,37462
2020-12-27,43250
2020-12-28,40845
2020-12-29,74058
2020-12-30,64243
2020-12-31,47824
2021-01-01,28879
2021-01-02,55429
2021-01-03,50664
2021-01-04,70920
2021-01-05,59601
2021-01-06,52752
2021-01-07,48132
2021-01-08,43494
2021-01-09,36420
2021-01-10,33749
2021-01-11,53519
2021-01-12,45968
2021-01-13,42302
2021-01-14,39660
2021-01-15,37878
2021-01-16,28413
2021-01-17,26976
2021-01-18,41936
2021-01-19,37054
2021-01-20,32678
2021-01-21,29632
2021-01-22,27741
2021-01-23,20425
2021-01-24,15883
2021-01-25,27972
2021-01-26,25209
2021-01-27,23899
2021-01-28,22523
2021-01-29,20363
2021-01-30,15524
2021-01-31,14138
2021-02-01,20764
2021-02-02,18193
2021-02-03,17948
2021-02-04,16717
2021-02-05,14461
2021-02-06,10951
2021-02-07,10458
2021-02-08,14370
2021-02-09,12696
2021-02-10,12272
2021-02-11,11637
2021-02-12,10986
2021-02-13,8025
2021-02-14,7781
2021-02-15,12953
2021-02-16,11268
2021-02-17,10419
2021-02-18,10303
2021-02-19,9246
2021-02-20,7161
2021-02-21,7033
2021-02-22,10279
2021-02-23,8536
2021-02-24,7620
2021-02-25,6933
2021-02-26,5883
2021-02-27,4254
2021-02-28,4112
2021-03-01,6215
2021-03-02,5950
2021-03-03,5305
2021-03-04,5011
2021-03-05,4728
2021-03-06,3832
2021-03-07,3677
2021-03-08,5818
2021-03-09,5488
2021-03-10,5222
2021-03-11,4848
2021-03-12,4767
2021-03-13,3592
2021-03-14,3707
2021-03-15,5643
2021-03-16,4933
2021-03-17,5047
2021-03-18,4689
2021-03-19,4333
2021-03-20,3514
2021-03-21,4679
2021-03-22,5400
2021-03-23,4566
2021-03-24,5321
2021-03-25,4674
2021-03-26,3803
2021-03-27,3136
2021-03-28,4477
2021-03-29,3422
2021-03-30,3135
2021-03-31,3340
