day,I
1,97
2,88
3,84
4,78
5,95
6,71
7,86
8,65
9,74
10,64
11,74
12,72
13,66
14,57
15,83
16,70
17,65
18,83
19,61
20,65
21,81
22,61
23,50
24,77
25,83
26,62
27,70
28,83
29,82
30,97
31,81
32,87
33,68
34,86
35,101
36,111
37,88
38,103
39,114
40,111
41,106
42,133
43,126
44,142
45,162
46,168
47,160
48,175
49,192
50,201
51,175
52,241
53,206
54,272
55,279
56,281
57,315
58,346
59,329
60,378
61,420
62,432
63,446
64,500
65,539
66,541
67,607
68,620
69,652
70,657
71,683
72,730
73,768
74,801
75,854
76,856
77,909
78,890
79,922
80,981
81,966
82,975
83,990
84,1017
85,1034
86,1089
87,1078
88,1014
89,1020
90,1022
91,1051
92,1003
93,1013
94,1024
95,979
96,969
97,1009
98,905
99,877
100,924
101,869
102,819
103,786
104,819
105,737
106,653
107,702
108,635
109,647
110,572
111,530
112,548
113,534
114,516
115,477
116,488
117,437
118,456
119,399
120,388
121,401
122,400
123,376
124,377
125,332
126,326
127,327
128,308
129,287
130,284
131,252
132,269
133,248
134,227
135,236
136,233
137,193
138,222
139,207
140,204
141,182
142,181
143,176
144,178
145,143
146,162
147,143
148,156
149,141
150,137
