day,I
1,84
2,105
3,101
4,94
5,110
6,88
7,82
8,97
9,87
10,76
11,85
12,81
13,102
14,93
15,68
16,86
17,85
18,73
19,78
20,100
21,99
22,118
23,77
24,94
25,93
26,113
27,121
28,145
29,111
30,103
31,96
32,137
33,155
34,165
35,152
36,133
37,162
38,200
39,196
40,171
41,191
42,207
43,206
44,292
45,262
46,268
47,254
48,288
49,366
50,352
51,362
52,388
53,430
54,423
55,436
56,519
57,489
58,536
59,476
60,607
61,572
62,575
63,637
64,651
65,722
66,736
67,719
68,759
69,729
70,876
71,785
72,843
73,830
74,918
75,861
76,923
77,934
78,906
79,984
80,844
81,997
82,956
83,960
84,981
85,854
86,949
87,896
88,850
89,955
90,902
91,836
92,873
93,806
94,817
95,733
96,759
97,717
98,763
99,748
100,584
101,625
102,618
103,637
104,606
105,569
106,569
107,559
108,466
109,518
110,537
111,516
112,501
113,440
114,411
115,422
116,424
117,412
118,460
119,382
120,362
121,352
122,306
123,399
124,307
125,336
126,348
127,324
128,302
129,313
130,243
131,258
132,268
133,207
134,261
135,232
136,234
137,215
138,187
139,223
140,204
141,242
142,192
143,162
144,177
145,151
146,169
147,135
148,138
149,156
150,144
