day,I
1,73
2,80
3,55
4,76
5,75
6,77
7,69
8,65
9,72
10,59
11,54
12,64
13,53
14,67
15,62
16,64
17,55
18,66
19,53
20,79
21,54
22,67
23,70
24,59
25,69
26,64
27,76
28,83
29,83
30,92
31,79
32,91
33,84
34,96
35,92
36,108
37,107
38,101
39,129
40,113
41,131
42,132
43,120
44,157
45,163
46,199
47,191
48,183
49,212
50,226
51,235
52,240
53,310
54,342
55,314
56,329
57,369
58,397
59,423
60,473
61,528
62,478
63,571
64,598
65,616
66,648
67,648
68,692
69,751
70,753
71,762
72,832
73,846
74,924
75,917
76,915
77,912
78,970
79,991
80,1021
81,1038
82,964
83,1062
84,1036
85,1136
86,1044
87,1140
88,1143
89,1126
90,1055
91,1113
92,1132
93,1071
94,1039
95,1063
96,1052
97,1030
98,925
99,960
100,892
101,888
102,816
103,822
104,799
105,724
106,760
107,685
108,689
109,631
110,626
111,574
112,556
113,556
114,531
115,488
116,460
117,531
118,457
119,423
120,421
121,426
122,410
123,389
124,340
125,357
126,333
127,312
128,308
129,281
130,255
131,281
132,256
133,248
134,235
135,252
136,219
137,208
138,210
139,224
140,199
141,200
142,168
143,186
144,172
145,181
146,158
147,148
148,144
149,144
150,163
