day,I
1,52
2,44
3,51
4,45
5,50
6,47
7,36
8,41
9,31
10,35
11,43
12,26
13,25
14,26
15,22
16,12
17,17
18,19
19,15
20,17
21,29
22,17
23,22
24,24
25,18
26,17
27,39
28,24
29,37
30,38
31,31
32,29
33,43
34,41
35,35
36,28
37,34
38,36
39,42
40,40
41,32
42,33
43,24
44,30
45,39
46,35
47,32
48,33
49,29
50,37
51,37
52,42
53,30
54,52
55,42
56,37
57,62
58,57
59,58
60,73
61,76
62,86
63,71
64,100
65,93
66,88
67,101
68,110
69,119
70,124
71,125
72,137
73,142
74,120
75,140
76,141
77,128
78,171
79,143
80,170
81,172
82,174
83,165
84,172
85,196
86,178
87,155
88,172
89,176
90,175
91,181
92,209
93,201
94,173
95,160
96,163
97,160
98,135
99,166
100,145
101,143
102,142
103,125
104,116
105,117
106,104
107,81
108,95
109,92
110,95
111,107
112,96
113,85
114,106
115,96
116,79
117,78
118,72
119,75
120,76
121,70
122,82
123,53
124,57
125,53
126,57
127,63
128,43
129,26
130,25
131,32
132,27
133,36
134,32
135,21
136,28
137,24
138,22
139,23
140,18
141,16
142,19
143,17
144,17
145,10
146,15
147,14
148,12
149,10
150,17
