day,I
1,110
2,97
3,106
4,85
5,77
6,80
7,100
8,94
9,104
10,85
11,70
12,96
13,85
14,109
15,95
16,106
17,93
18,106
19,94
20,110
21,114
22,105
23,98
24,101
25,112
26,118
27,108
28,145
29,142
30,135
31,152
32,159
33,159
34,174
35,171
36,196
37,189
38,189
39,216
40,237
41,230
42,244
43,262
44,303
45,306
46,337
47,326
48,331
49,397
50,432
51,451
52,476
53,486
54,534
55,491
56,535
57,600
58,649
59,620
60,693
61,740
62,721
63,743
64,830
65,815
66,839
67,875
68,936
69,897
70,972
71,998
72,999
73,985
74,1061
75,1024
76,1099
77,1120
78,1107
79,1049
80,1135
81,1090
82,1130
83,1151
84,1087
85,1080
86,1129
87,1055
88,1058
89,1125
90,1003
91,1027
92,1034
93,977
94,1004
95,877
96,919
97,863
98,870
99,840
100,734
101,797
102,739
103,683
104,741
105,698
106,624
107,628
108,591
109,581
110,566
111,594
112,555
113,536
114,522
115,492
116,455
117,488
118,450
119,413
120,434
121,399
122,402
123,380
124,343
125,359
126,340
127,300
128,301
129,373
130,314
131,246
132,271
133,266
134,268
135,269
136,202
137,261
138,230
139,234
140,228
141,208
142,192
143,208
144,194
145,176
146,184
147,168
148,181
149,151
150,141
