date,hospitalisations
2023-01-01,0
2023-01-02,5
2023-01-03,1
2023-01-04,3
2023-01-05,2
2023-01-06,6
2023-01-07,2
2023-01-08,0
2023-01-09,3
2023-01-10,7
2023-01-11,3
2023-01-12,7
2023-01-13,4
2023-01-14,6
2023-01-15,1
2023-01-16,2
2023-01-17,10
2023-01-18,7
2023-01-19,1
2023-01-20,0
2023-01-21,0
2023-01-22,4
2023-01-23,1
2023-01-24,3
2023-01-25,2
2023-01-26,5
2023-01-27,2
2023-01-28,2
2023-01-29,1
2023-01-30,4
2023-01-31,1
2023-02-01,2
2023-02-02,3
2023-02-03,8
2023-02-04,4
2023-02-05,2
2023-02-06,4
2023-02-07,4
2023-02-08,2
2023-02-09,3
2023-02-10,6
2023-02-11,1
2023-02-12,0
2023-02-13,4
2023-02-14,1
2023-02-15,4
2023-02-16,3
2023-02-17,6
2023-02-18,1
2023-02-19,1
2023-02-20,2
2023-02-21,5
2023-02-22,2
2023-02-23,5
2023-02-24,4
2023-02-25,5
2023-02-26,2
2023-02-27,7
2023-02-28,8
2023-03-01,10
2023-03-02,7
2023-03-03,4
2023-03-04,5
2023-03-05,5
2023-03-06,6
2023-03-07,6
2023-03-08,5
2023-03-09,10
2023-03-10,10
2023-03-11,2
2023-03-12,6
2023-03-13,10
2023-03-14,17
2023-03-15,13
2023-03-16,12
2023-03-17,15
2023-03-18,4
2023-03-19,7
2023-03-20,7
2023-03-21,16
2023-03-22,10
2023-03-23,9
2023-03-24,12
2023-03-25,8
2023-03-26,5
2023-03-27,13
2023-03-28,25
2023-03-29,24
2023-03-30,15
2023-03-31,18
2023-04-01,5
2023-04-02,14
2023-04-03,23
2023-04-04,13
2023-04-05,22
2023-04-06,27
2023-04-07,19
2023-04-08,16
2023-04-09,12
2023-04-10,25
2023-04-11,18
2023-04-12,27
2023-04-13,10
2023-04-14,28
2023-04-15,8
2023-04-16,14
2023-04-17,23
2023-04-18,23
2023-04-19,18
2023-04-20,24
2023-04-21,22
2023-04-22,15
2023-04-23,13
2023-04-24,22
2023-04-25,32
2023-04-26,26
2023-04-27,35
2023-04-28,29
2023-04-29,7
2023-04-30,13
2023-05-01,21
2023-05-02,23
2023-05-03,21
2023-05-04,17
2023-05-05,28
2023-05-06,5
2023-05-07,9
2023-05-08,22
2023-05-09,20
2023-05-10,24
2023-05-11,18
2023-05-12,20
2023-05-13,16
2023-05-14,10
2023-05-15,19
2023-05-16,21
2023-05-17,26
2023-05-18,24
2023-05-19,16
2023-05-20,4
2023-05-21,6
2023-05-22,14
2023-05-23,12
2023-05-24,13
2023-05-25,15
2023-05-26,21
2023-05-27,5
2023-05-28,9
2023-05-29,22
2023-05-30,22
