date,cases
2023-01-01,21
2023-01-02,45
2023-01-03,25
2023-01-04,54
2023-01-05,43
2023-01-06,35
2023-01-07,26
2023-01-08,16
2023-01-09,17
2023-01-10,44
2023-01-11,42
2023-01-12,32
2023-01-13,27
2023-01-14,15
2023-01-15,21
2023-01-16,62
2023-01-17,45
2023-01-18,26
2023-01-19,36
2023-01-20,60
2023-01-21,37
2023-01-22,25
2023-01-23,25
2023-01-24,55
2023-01-25,77
2023-01-26,85
2023-01-27,47
2023-01-28,35
2023-01-29,24
2023-01-30,18
2023-01-31,45
2023-02-01,99
2023-02-02,54
2023-02-03,41
2023-02-04,29
2023-02-05,57
2023-02-06,69
2023-02-07,74
2023-02-08,145
2023-02-09,54
2023-02-10,41
2023-02-11,34
2023-02-12,38
2023-02-13,100
2023-02-14,99
2023-02-15,94
2023-02-16,129
2023-02-17,84
2023-02-18,65
2023-02-19,80
2023-02-20,138
2023-02-21,221
2023-02-22,102
2023-02-23,159
2023-02-24,158
2023-02-25,78
2023-02-26,104
2023-02-27,457
2023-02-28,248
2023-03-01,284
2023-03-02,295
2023-03-03,372
2023-03-04,182
2023-03-05,201
2023-03-06,283
2023-03-07,453
2023-03-08,326
2023-03-09,512
2023-03-10,396
2023-03-11,145
2023-03-12,216
2023-03-13,451
2023-03-14,619
2023-03-15,546
2023-03-16,291
2023-03-17,269
2023-03-18,465
2023-03-19,175
2023-03-20,701
2023-03-21,209
2023-03-22,330
2023-03-23,332
2023-03-24,204
2023-03-25,83
2023-03-26,124
2023-03-27,194
2023-03-28,58
2023-03-29,175
2023-03-30,97
2023-03-31,135
2023-04-01,35
2023-04-02,48
2023-04-03,38
2023-04-04,77
2023-04-05,48
2023-04-06,62
2023-04-07,55
2023-04-08,22
2023-04-09,20
2023-04-10,24
2023-04-11,19
2023-04-12,20
2023-04-13,26
2023-04-14,17
2023-04-15,8
2023-04-16,4
2023-04-17,18
2023-04-18,24
2023-04-19,9
2023-04-20,6
2023-04-21,13
2023-04-22,6
2023-04-23,2
2023-04-24,7
2023-04-25,5
2023-04-26,5
2023-04-27,2
2023-04-28,3
2023-04-29,4
2023-04-30,0
2023-05-01,3
2023-05-02,4
2023-05-03,1
2023-05-04,2
2023-05-05,0
2023-05-06,3
2023-05-07,1
2023-05-08,1
2023-05-09,1
2023-05-10,1
2023-05-11,1
2023-05-12,2
2023-05-13,0
2023-05-14,0
2023-05-15,2
2023-05-16,0
2023-05-17,1
2023-05-18,1
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,0
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,0
2023-05-30,1
