day,I
1,72
2,77
3,66
4,70
5,79
6,59
7,59
8,51
9,66
10,56
11,60
12,57
13,57
14,62
15,69
16,40
17,51
18,55
19,70
20,59
21,58
22,59
23,61
24,56
25,56
26,62
27,69
28,77
29,74
30,82
31,77
32,80
33,87
34,103
35,102
36,110
37,116
38,114
39,137
40,128
41,152
42,170
43,151
44,182
45,186
46,207
47,212
48,257
49,255
50,257
51,286
52,294
53,342
54,380
55,415
56,452
57,455
58,507
59,547
60,561
61,612
62,700
63,732
64,796
65,898
66,960
67,1015
68,1120
69,1203
70,1307
71,1451
72,1398
73,1617
74,1749
75,1910
76,2035
77,2132
78,2332
79,2298
80,2327
81,2087
82,1769
83,1529
84,1345
85,1143
86,1051
87,953
88,810
89,731
90,657
91,565
92,501
93,452
94,410
95,356
96,324
97,256
98,254
99,187
100,166
101,173
102,153
103,115
104,115
105,93
106,85
107,72
108,73
109,53
110,43
111,36
112,50
113,36
114,38
115,27
116,26
117,30
118,16
119,19
120,20
121,19
122,14
123,9
124,7
125,10
126,10
127,3
128,1
129,1
130,6
131,1
132,0
133,2
134,3
135,1
136,2
137,1
138,3
139,0
140,1
141,2
142,1
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,0
