day,I
1,109
2,96
3,95
4,111
5,90
6,102
7,106
8,82
9,66
10,79
11,95
12,106
13,61
14,74
15,76
16,91
17,112
18,100
19,74
20,75
21,70
22,66
23,117
24,109
25,76
26,82
27,96
28,98
29,89
30,103
31,142
32,121
33,105
34,131
35,109
36,124
37,182
38,124
39,131
40,194
41,155
42,188
43,191
44,194
45,249
46,250
47,258
48,270
49,276
50,285
51,365
52,393
53,354
54,327
55,413
56,465
57,519
58,423
59,493
60,519
61,511
62,525
63,581
64,627
65,561
66,652
67,759
68,673
69,690
70,560
71,787
72,780
73,692
74,881
75,814
76,819
77,714
78,761
79,907
80,838
81,793
82,783
83,841
84,787
85,801
86,817
87,809
88,856
89,734
90,795
91,770
92,767
93,692
94,738
95,674
96,671
97,647
98,648
99,606
100,561
101,535
102,593
103,519
104,499
105,459
106,476
107,437
108,441
109,363
110,397
111,373
112,369
113,341
114,365
115,308
116,353
117,301
118,308
119,297
120,270
121,300
122,232
123,248
124,240
125,258
126,217
127,286
128,219
129,248
130,200
131,185
132,192
133,186
134,205
135,195
136,174
137,132
138,170
139,160
140,149
141,143
142,126
143,126
144,129
145,143
146,113
147,114
148,117
149,110
150,104
