day,I
1,52
2,53
3,53
4,62
5,59
6,63
7,50
8,42
9,51
10,50
11,54
12,40
13,41
14,42
15,48
16,46
17,39
18,28
19,42
20,38
21,49
22,36
23,32
24,31
25,46
26,39
27,31
28,51
29,45
30,40
31,43
32,66
33,50
34,43
35,60
36,61
37,53
38,49
39,53
40,68
41,67
42,63
43,70
44,66
45,77
46,85
47,108
48,86
49,90
50,123
51,95
52,111
53,134
54,148
55,135
56,169
57,208
58,206
59,202
60,225
61,240
62,269
63,274
64,289
65,279
66,312
67,322
68,349
69,343
70,340
71,390
72,446
73,381
74,424
75,419
76,455
77,530
78,498
79,434
80,504
81,512
82,607
83,555
84,522
85,583
86,577
87,603
88,609
89,572
90,597
91,618
92,561
93,610
94,593
95,583
96,563
97,538
98,536
99,534
100,474
101,479
102,436
103,452
104,409
105,386
106,366
107,384
108,321
109,334
110,313
111,336
112,288
113,280
114,263
115,257
116,244
117,225
118,227
119,248
120,192
121,203
122,204
123,167
124,167
125,174
126,163
127,152
128,149
129,151
130,126
131,120
132,116
133,124
134,109
135,118
136,92
137,98
138,100
139,82
140,81
141,76
142,86
143,67
144,71
145,81
146,58
147,60
148,63
149,64
150,54
