date,cases
2023-01-01,20
2023-01-02,46
2023-01-03,51
2023-01-04,52
2023-01-05,50
2023-01-06,52
2023-01-07,25
2023-01-08,26
2023-01-09,50
2023-01-10,48
2023-01-11,53
2023-01-12,59
2023-01-13,46
2023-01-14,21
2023-01-15,26
2023-01-16,58
2023-01-17,49
2023-01-18,60
2023-01-19,70
2023-01-20,45
2023-01-21,26
2023-01-22,35
2023-01-23,44
2023-01-24,69
2023-01-25,67
2023-01-26,54
2023-01-27,69
2023-01-28,36
2023-01-29,39
2023-01-30,55
2023-01-31,68
2023-02-01,75
2023-02-02,77
2023-02-03,86
2023-02-04,46
2023-02-05,52
2023-02-06,77
2023-02-07,85
2023-02-08,103
2023-02-09,109
2023-02-10,113
2023-02-11,71
2023-02-12,60
2023-02-13,125
2023-02-14,151
2023-02-15,148
2023-02-16,138
2023-02-17,142
2023-02-18,77
2023-02-19,106
2023-02-20,178
2023-02-21,183
2023-02-22,218
2023-02-23,222
2023-02-24,233
2023-02-25,151
2023-02-26,121
2023-02-27,271
2023-02-28,263
2023-03-01,315
2023-03-02,324
2023-03-03,388
2023-03-04,194
2023-03-05,218
2023-03-06,378
2023-03-07,458
2023-03-08,414
2023-03-09,433
2023-03-10,540
2023-03-11,253
2023-03-12,240
2023-03-13,480
2023-03-14,577
2023-03-15,561
2023-03-16,620
2023-03-17,636
2023-03-18,318
2023-03-19,308
2023-03-20,562
2023-03-21,490
2023-03-22,471
2023-03-23,343
2023-03-24,311
2023-03-25,142
2023-03-26,116
2023-03-27,197
2023-03-28,193
2023-03-29,186
2023-03-30,171
2023-03-31,152
2023-04-01,64
2023-04-02,55
2023-04-03,101
2023-04-04,65
2023-04-05,64
2023-04-06,51
2023-04-07,50
2023-04-08,21
2023-04-09,14
2023-04-10,36
2023-04-11,34
2023-04-12,35
2023-04-13,26
2023-04-14,25
2023-04-15,6
2023-04-16,13
2023-04-17,11
2023-04-18,20
2023-04-19,18
2023-04-20,18
2023-04-21,9
2023-04-22,4
2023-04-23,3
2023-04-24,3
2023-04-25,4
2023-04-26,8
2023-04-27,3
2023-04-28,3
2023-04-29,1
2023-04-30,4
2023-05-01,1
2023-05-02,4
2023-05-03,4
2023-05-04,1
2023-05-05,5
2023-05-06,4
2023-05-07,0
2023-05-08,5
2023-05-09,2
2023-05-10,0
2023-05-11,0
2023-05-12,1
2023-05-13,2
2023-05-14,0
2023-05-15,0
2023-05-16,1
2023-05-17,1
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,0
2023-05-24,2
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,1
2023-05-30,1
