date,cases
2023-01-01,18
2023-01-02,23
2023-01-03,33
2023-01-04,29
2023-01-05,28
2023-01-06,32
2023-01-07,15
2023-01-08,12
2023-01-09,34
2023-01-10,36
2023-01-11,32
2023-01-12,29
2023-01-13,30
2023-01-14,26
2023-01-15,13
2023-01-16,32
2023-01-17,31
2023-01-18,27
2023-01-19,27
2023-01-20,34
2023-01-21,16
2023-01-22,12
2023-01-23,34
2023-01-24,23
2023-01-25,30
2023-01-26,37
2023-01-27,37
2023-01-28,16
2023-01-29,27
2023-01-30,38
2023-01-31,35
2023-02-01,40
2023-02-02,48
2023-02-03,33
2023-02-04,21
2023-02-05,22
2023-02-06,40
2023-02-07,50
2023-02-08,43
2023-02-09,55
2023-02-10,60
2023-02-11,19
2023-02-12,24
2023-02-13,45
2023-02-14,60
2023-02-15,77
2023-02-16,90
2023-02-17,82
2023-02-18,40
2023-02-19,41
2023-02-20,91
2023-02-21,96
2023-02-22,98
2023-02-23,100
2023-02-24,125
2023-02-25,53
2023-02-26,59
2023-02-27,143
2023-02-28,162
2023-03-01,161
2023-03-02,154
2023-03-03,160
2023-03-04,88
2023-03-05,87
2023-03-06,209
2023-03-07,203
2023-03-08,185
2023-03-09,227
2023-03-10,207
2023-03-11,113
2023-03-12,117
2023-03-13,252
2023-03-14,251
2023-03-15,275
2023-03-16,285
2023-03-17,277
2023-03-18,134
2023-03-19,145
2023-03-20,291
2023-03-21,297
2023-03-22,313
2023-03-23,352
2023-03-24,337
2023-03-25,149
2023-03-26,162
2023-03-27,289
2023-03-28,308
2023-03-29,306
2023-03-30,358
2023-03-31,309
2023-04-01,149
2023-04-02,142
2023-04-03,283
2023-04-04,279
2023-04-05,280
2023-04-06,273
2023-04-07,250
2023-04-08,135
2023-04-09,125
2023-04-10,254
2023-04-11,234
2023-04-12,206
2023-04-13,193
2023-04-14,205
2023-04-15,84
2023-04-16,85
2023-04-17,172
2023-04-18,167
2023-04-19,159
2023-04-20,158
2023-04-21,130
2023-04-22,54
2023-04-23,62
2023-04-24,130
2023-04-25,105
2023-04-26,119
2023-04-27,139
2023-04-28,102
2023-04-29,58
2023-04-30,49
2023-05-01,117
2023-05-02,98
2023-05-03,91
2023-05-04,108
2023-05-05,103
2023-05-06,38
2023-05-07,51
2023-05-08,89
2023-05-09,97
2023-05-10,91
2023-05-11,92
2023-05-12,102
2023-05-13,45
2023-05-14,60
2023-05-15,82
2023-05-16,69
2023-05-17,91
2023-05-18,82
2023-05-19,84
2023-05-20,39
2023-05-21,33
2023-05-22,80
2023-05-23,92
2023-05-24,80
2023-05-25,78
2023-05-26,73
2023-05-27,42
2023-05-28,27
2023-05-29,74
2023-05-30,42
