day,I
1,46
2,52
3,65
4,51
5,45
6,41
7,61
8,44
9,47
10,48
11,43
12,43
13,37
14,41
15,34
16,37
17,54
18,47
19,35
20,41
21,44
22,43
23,35
24,38
25,30
26,22
27,29
28,37
29,40
30,27
31,19
32,37
33,22
34,25
35,35
36,37
37,25
38,31
39,47
40,47
41,42
42,51
43,50
44,55
45,50
46,61
47,57
48,71
49,77
50,79
51,90
52,111
53,114
54,112
55,97
56,119
57,142
58,107
59,129
60,125
61,150
62,157
63,147
64,153
65,184
66,197
67,205
68,212
69,236
70,241
71,269
72,266
73,266
74,297
75,280
76,300
77,299
78,307
79,323
80,331
81,305
82,384
83,372
84,325
85,348
86,380
87,344
88,363
89,364
90,291
91,324
92,322
93,321
94,268
95,281
96,264
97,286
98,251
99,254
100,228
101,238
102,238
103,212
104,209
105,190
106,212
107,230
108,201
109,194
110,207
111,186
112,172
113,159
114,197
115,185
116,175
117,176
118,153
119,123
120,138
121,120
122,109
123,135
124,111
125,110
126,119
127,110
128,114
129,100
130,114
131,97
132,111
133,96
134,77
135,93
136,72
137,77
138,78
139,88
140,69
141,78
142,75
143,82
144,63
145,64
146,62
147,60
148,42
149,52
150,52
