day,I
1,106
2,73
3,88
4,98
5,93
6,97
7,84
8,93
9,92
10,86
11,96
12,101
13,95
14,75
15,100
16,98
17,96
18,103
19,81
20,93
21,97
22,96
23,85
24,102
25,96
26,104
27,115
28,123
29,108
30,108
31,98
32,125
33,125
34,127
35,141
36,148
37,143
38,174
39,148
40,193
41,178
42,190
43,198
44,204
45,232
46,248
47,248
48,256
49,257
50,315
51,349
52,370
53,362
54,381
55,407
56,411
57,425
58,507
59,481
60,505
61,498
62,533
63,583
64,654
65,572
66,642
67,594
68,659
69,685
70,709
71,748
72,705
73,717
74,735
75,758
76,856
77,791
78,781
79,773
80,762
81,759
82,820
83,837
84,809
85,825
86,770
87,746
88,785
89,787
90,753
91,766
92,697
93,695
94,681
95,705
96,638
97,626
98,629
99,579
100,544
101,564
102,549
103,499
104,503
105,491
106,443
107,435
108,422
109,473
110,416
111,363
112,413
113,343
114,353
115,341
116,305
117,307
118,325
119,291
120,298
121,281
122,272
123,272
124,289
125,242
126,234
127,202
128,222
129,214
130,222
131,215
132,200
133,174
134,173
135,164
136,162
137,153
138,155
139,150
140,148
141,151
142,137
143,119
144,107
145,124
146,125
147,120
148,127
149,120
150,121
