day,I
1,69
2,84
3,68
4,60
5,60
6,56
7,64
8,47
9,60
10,62
11,54
12,47
13,55
14,59
15,44
16,40
17,42
18,49
19,43
20,37
21,43
22,43
23,44
24,50
25,44
26,52
27,59
28,55
29,54
30,58
31,60
32,67
33,60
34,55
35,68
36,71
37,62
38,65
39,78
40,82
41,85
42,73
43,77
44,82
45,96
46,98
47,108
48,120
49,122
50,133
51,133
52,137
53,160
54,164
55,177
56,202
57,191
58,252
59,243
60,274
61,254
62,289
63,305
64,322
65,328
66,357
67,362
68,401
69,353
70,417
71,451
72,468
73,456
74,475
75,520
76,497
77,511
78,532
79,530
80,515
81,560
82,563
83,569
84,568
85,592
86,638
87,612
88,580
89,599
90,564
91,622
92,626
93,538
94,559
95,556
96,521
97,540
98,517
99,490
100,485
101,474
102,452
103,432
104,442
105,395
106,347
107,401
108,374
109,338
110,325
111,316
112,314
113,286
114,302
115,261
116,250
117,242
118,257
119,237
120,215
121,206
122,219
123,201
124,193
125,175
126,183
127,169
128,177
129,164
130,152
131,135
132,126
133,132
134,135
135,111
136,111
137,104
138,91
139,88
140,82
141,85
142,71
143,78
144,72
145,63
146,72
147,64
148,73
149,66
150,71
