day,I
1,145
2,139
3,174
4,158
5,124
6,159
7,122
8,150
9,141
10,113
11,108
12,112
13,118
14,140
15,107
16,114
17,119
18,127
19,142
20,111
21,145
22,132
23,105
24,136
25,129
26,140
27,172
28,155
29,157
30,154
31,147
32,146
33,128
34,151
35,168
36,174
37,189
38,180
39,176
40,213
41,208
42,223
43,207
44,277
45,292
46,294
47,319
48,334
49,352
50,367
51,400
52,381
53,456
54,451
55,521
56,538
57,616
58,659
59,708
60,716
61,747
62,796
63,857
64,918
65,987
66,1022
67,1026
68,1124
69,1173
70,1237
71,1333
72,1356
73,1379
74,1493
75,1605
76,1612
77,1682
78,1666
79,1789
80,1774
81,1758
82,1798
83,1791
84,1792
85,1792
86,1751
87,1831
88,1879
89,1882
90,1829
91,1866
92,1760
93,1795
94,1685
95,1777
96,1675
97,1649
98,1809
99,1635
100,1531
101,1519
102,1460
103,1428
104,1354
105,1299
106,1303
107,1272
108,1193
109,1105
110,1080
111,1017
112,1036
113,980
114,900
115,966
116,810
117,823
118,794
119,767
120,735
121,707
122,685
123,713
124,609
125,594
126,608
127,546
128,525
129,505
130,433
131,478
132,446
133,398
134,372
135,388
136,340
137,349
138,346
139,313
140,274
141,276
142,273
143,253
144,265
145,224
146,221
147,239
148,203
149,193
150,165
