day,I
1,112
2,101
3,86
4,86
5,98
6,89
7,97
8,97
9,101
10,89
11,98
12,64
13,93
14,96
15,125
16,96
17,105
18,93
19,100
20,79
21,111
22,109
23,134
24,152
25,151
26,102
27,106
28,174
29,138
30,164
31,159
32,178
33,154
34,179
35,179
36,198
37,189
38,174
39,211
40,241
41,243
42,272
43,277
44,295
45,272
46,374
47,324
48,388
49,444
50,432
51,441
52,474
53,504
54,562
55,556
56,596
57,627
58,646
59,709
60,736
61,686
62,811
63,716
64,876
65,795
66,804
67,980
68,957
69,930
70,929
71,989
72,980
73,1038
74,1105
75,1140
76,1117
77,1033
78,1164
79,1166
80,1119
81,1204
82,1245
83,1119
84,1124
85,1169
86,1214
87,1129
88,1074
89,1103
90,1112
91,1153
92,1068
93,1055
94,1028
95,1023
96,920
97,927
98,949
99,867
100,824
101,798
102,795
103,778
104,738
105,695
106,645
107,682
108,620
109,634
110,652
111,569
112,554
113,523
114,538
115,516
116,528
117,518
118,421
119,394
120,417
121,439
122,456
123,385
124,327
125,417
126,386
127,363
128,306
129,339
130,296
131,305
132,316
133,281
134,293
135,278
136,246
137,240
138,237
139,235
140,280
141,217
142,202
143,193
144,240
145,182
146,169
147,188
148,181
149,169
150,143
