day,I
1,66
2,55
3,55
4,54
5,62
6,54
7,46
8,68
9,58
10,53
11,60
12,62
13,56
14,50
15,77
16,60
17,62
18,51
19,61
20,46
21,38
22,37
23,51
24,52
25,65
26,56
27,48
28,49
29,60
30,38
31,51
32,48
33,49
34,44
35,37
36,36
37,59
38,55
39,43
40,53
41,47
42,47
43,46
44,80
45,69
46,62
47,77
48,95
49,97
50,106
51,104
52,114
53,128
54,147
55,132
56,181
57,182
58,197
59,204
60,172
61,192
62,201
63,213
64,250
65,238
66,257
67,264
68,293
69,304
70,328
71,313
72,337
73,326
74,352
75,383
76,392
77,436
78,453
79,430
80,434
81,480
82,477
83,512
84,528
85,513
86,574
87,549
88,510
89,530
90,447
91,451
92,494
93,500
94,468
95,460
96,397
97,445
98,430
99,424
100,388
101,412
102,411
103,391
104,396
105,370
106,341
107,368
108,318
109,341
110,290
111,267
112,247
113,249
114,246
115,198
116,217
117,178
118,223
119,183
120,173
121,174
122,153
123,161
124,168
125,150
126,165
127,166
128,150
129,129
130,132
131,139
132,141
133,115
134,106
135,116
136,104
137,85
138,79
139,79
140,88
141,85
142,82
143,74
144,70
145,49
146,67
147,58
148,63
149,62
150,70
