date,cases
2023-01-01,9
2023-01-02,25
2023-01-03,35
2023-01-04,27
2023-01-05,22
2023-01-06,25
2023-01-07,15
2023-01-08,14
2023-01-09,44
2023-01-10,22
2023-01-11,44
2023-01-12,33
2023-01-13,48
2023-01-14,13
2023-01-15,16
2023-01-16,38
2023-01-17,33
2023-01-18,42
2023-01-19,36
2023-01-20,28
2023-01-21,16
2023-01-22,14
2023-01-23,22
2023-01-24,17
2023-01-25,18
2023-01-26,9
2023-01-27,12
2023-01-28,1
2023-01-29,13
2023-01-30,20
2023-01-31,17
2023-02-01,26
2023-02-02,31
2023-02-03,32
2023-02-04,21
2023-02-05,14
2023-02-06,33
2023-02-07,38
2023-02-08,24
2023-02-09,33
2023-02-10,40
2023-02-11,22
2023-02-12,12
2023-02-13,32
2023-02-14,48
2023-02-15,41
2023-02-16,39
2023-02-17,41
2023-02-18,16
2023-02-19,22
2023-02-20,53
2023-02-21,68
2023-02-22,49
2023-02-23,68
2023-02-24,49
2023-02-25,31
2023-02-26,30
2023-02-27,74
2023-02-28,78
2023-03-01,64
2023-03-02,85
2023-03-03,81
2023-03-04,39
2023-03-05,43
2023-03-06,99
2023-03-07,102
2023-03-08,117
2023-03-09,122
2023-03-10,119
2023-03-11,64
2023-03-12,70
2023-03-13,121
2023-03-14,129
2023-03-15,106
2023-03-16,119
2023-03-17,149
2023-03-18,53
2023-03-19,85
2023-03-20,154
2023-03-21,174
2023-03-22,153
2023-03-23,179
2023-03-24,191
2023-03-25,83
2023-03-26,91
2023-03-27,153
2023-03-28,174
2023-03-29,168
2023-03-30,186
2023-03-31,147
2023-04-01,89
2023-04-02,78
2023-04-03,180
2023-04-04,147
2023-04-05,151
2023-04-06,169
2023-04-07,166
2023-04-08,65
2023-04-09,83
2023-04-10,134
2023-04-11,128
2023-04-12,122
2023-04-13,109
2023-04-14,104
2023-04-15,52
2023-04-16,39
2023-04-17,82
2023-04-18,82
2023-04-19,85
2023-04-20,75
2023-04-21,84
2023-04-22,41
2023-04-23,40
2023-04-24,67
2023-04-25,64
2023-04-26,65
2023-04-27,58
2023-04-28,69
2023-04-29,32
2023-04-30,27
2023-05-01,63
2023-05-02,67
2023-05-03,59
2023-05-04,62
2023-05-05,58
2023-05-06,19
2023-05-07,29
2023-05-08,51
2023-05-09,45
2023-05-10,38
2023-05-11,45
2023-05-12,48
2023-05-13,25
2023-05-14,18
2023-05-15,30
2023-05-16,35
2023-05-17,40
2023-05-18,37
2023-05-19,45
2023-05-20,24
2023-05-21,28
2023-05-22,50
2023-05-23,28
2023-05-24,48
2023-05-25,40
2023-05-26,30
2023-05-27,15
2023-05-28,11
2023-05-29,26
2023-05-30,36
