date,hospitalisations
2023-01-01,3
2023-01-02,5
2023-01-03,5
2023-01-04,2
2023-01-05,4
2023-01-06,10
2023-01-07,0
2023-01-08,2
2023-01-09,1
2023-01-10,7
2023-01-11,8
2023-01-12,7
2023-01-13,7
2023-01-14,0
2023-01-15,6
2023-01-16,5
2023-01-17,8
2023-01-18,2
2023-01-19,5
2023-01-20,10
2023-01-21,5
2023-01-22,1
2023-01-23,3
2023-01-24,5
2023-01-25,5
2023-01-26,9
2023-01-27,6
2023-01-28,5
2023-01-29,0
2023-01-30,4
2023-01-31,1
2023-02-01,4
2023-02-02,3
2023-02-03,4
2023-02-04,2
2023-02-05,2
2023-02-06,2
2023-02-07,5
2023-02-08,4
2023-02-09,5
2023-02-10,2
2023-02-11,3
2023-02-12,2
2023-02-13,3
2023-02-14,3
2023-02-15,5
2023-02-16,4
2023-02-17,5
2023-02-18,4
2023-02-19,2
2023-02-20,8
2023-02-21,7
2023-02-22,10
2023-02-23,8
2023-02-24,2
2023-02-25,2
2023-02-26,1
2023-02-27,5
2023-02-28,10
2023-03-01,4
2023-03-02,5
2023-03-03,8
2023-03-04,4
2023-03-05,6
2023-03-06,5
2023-03-07,9
2023-03-08,15
2023-03-09,16
2023-03-10,14
2023-03-11,5
2023-03-12,10
2023-03-13,15
2023-03-14,22
2023-03-15,14
2023-03-16,12
2023-03-17,14
2023-03-18,6
2023-03-19,9
2023-03-20,11
2023-03-21,14
2023-03-22,14
2023-03-23,25
2023-03-24,15
2023-03-25,8
2023-03-26,5
2023-03-27,24
2023-03-28,24
2023-03-29,19
2023-03-30,16
2023-03-31,17
2023-04-01,14
2023-04-02,15
2023-04-03,18
2023-04-04,30
2023-04-05,21
2023-04-06,30
2023-04-07,25
2023-04-08,14
2023-04-09,17
2023-04-10,24
2023-04-11,24
2023-04-12,27
2023-04-13,31
2023-04-14,25
2023-04-15,10
2023-04-16,18
2023-04-17,22
2023-04-18,31
2023-04-19,21
2023-04-20,29
2023-04-21,26
2023-04-22,12
2023-04-23,9
2023-04-24,24
2023-04-25,32
2023-04-26,27
2023-04-27,22
2023-04-28,29
2023-04-29,10
2023-04-30,16
2023-05-01,24
2023-05-02,25
2023-05-03,26
2023-05-04,17
2023-05-05,18
2023-05-06,3
2023-05-07,18
2023-05-08,23
2023-05-09,15
2023-05-10,10
2023-05-11,18
2023-05-12,20
2023-05-13,5
2023-05-14,10
2023-05-15,22
2023-05-16,14
2023-05-17,9
2023-05-18,14
2023-05-19,24
2023-05-20,9
2023-05-21,6
2023-05-22,19
2023-05-23,11
2023-05-24,10
2023-05-25,15
2023-05-26,10
2023-05-27,7
2023-05-28,8
2023-05-29,13
2023-05-30,8
