day,I
1,81
2,76
3,73
4,75
5,67
6,75
7,64
8,65
9,62
10,63
11,65
12,63
13,54
14,44
15,73
16,53
17,53
18,42
19,56
20,58
21,64
22,51
23,40
24,52
25,53
26,60
27,50
28,51
29,60
30,47
31,42
32,56
33,58
34,68
35,58
36,61
37,70
38,81
39,55
40,76
41,71
42,67
43,63
44,105
45,98
46,69
47,107
48,103
49,111
50,119
51,124
52,142
53,173
54,184
55,175
56,210
57,196
58,236
59,261
60,252
61,305
62,273
63,344
64,356
65,404
66,359
67,380
68,458
69,438
70,504
71,501
72,600
73,535
74,589
75,562
76,579
77,640
78,660
79,668
80,679
81,687
82,681
83,685
84,756
85,776
86,717
87,744
88,735
89,713
90,749
91,783
92,717
93,720
94,694
95,711
96,678
97,712
98,691
99,652
100,640
101,573
102,615
103,568
104,551
105,524
106,487
107,513
108,418
109,465
110,390
111,391
112,388
113,373
114,351
115,334
116,304
117,325
118,336
119,246
120,281
121,287
122,272
123,256
124,253
125,258
126,208
127,221
128,223
129,210
130,206
131,191
132,177
133,190
134,184
135,183
136,142
137,180
138,151
139,146
140,141
141,130
142,121
143,143
144,104
145,118
146,113
147,87
148,106
149,85
150,94
