day,I
1,85
2,57
3,72
4,61
5,55
6,60
7,57
8,47
9,51
10,39
11,47
12,42
13,52
14,53
15,55
16,49
17,32
18,55
19,60
20,51
21,44
22,45
23,29
24,26
25,42
26,46
27,36
28,37
29,41
30,45
31,42
32,49
33,28
34,40
35,60
36,57
37,66
38,70
39,69
40,72
41,73
42,83
43,100
44,88
45,106
46,93
47,106
48,122
49,127
50,176
51,172
52,173
53,181
54,185
55,217
56,209
57,277
58,281
59,255
60,262
61,332
62,323
63,363
64,346
65,398
66,443
67,531
68,569
69,525
70,560
71,595
72,552
73,569
74,588
75,573
76,637
77,666
78,636
79,624
80,642
81,734
82,720
83,760
84,693
85,763
86,786
87,833
88,812
89,794
90,830
91,851
92,810
93,791
94,802
95,783
96,700
97,771
98,719
99,689
100,655
101,625
102,569
103,544
104,505
105,468
106,479
107,463
108,468
109,452
110,395
111,426
112,427
113,419
114,409
115,419
116,446
117,400
118,378
119,364
120,354
121,370
122,344
123,335
124,316
125,308
126,314
127,266
128,290
129,317
130,278
131,281
132,250
133,238
134,212
135,220
136,229
137,215
138,224
139,190
140,201
141,180
142,207
143,201
144,158
145,171
146,170
147,162
148,156
149,169
150,136
