day,I
1,97
2,87
3,94
4,80
5,89
6,83
7,69
8,90
9,73
10,64
11,68
12,63
13,77
14,73
15,56
16,61
17,57
18,71
19,73
20,83
21,58
22,68
23,75
24,66
25,78
26,77
27,80
28,68
29,72
30,77
31,68
32,91
33,81
34,107
35,82
36,99
37,122
38,93
39,100
40,126
41,119
42,131
43,119
44,149
45,150
46,137
47,177
48,176
49,226
50,177
51,238
52,245
53,257
54,256
55,312
56,314
57,370
58,338
59,342
60,468
61,442
62,464
63,510
64,486
65,568
66,593
67,600
68,636
69,669
70,723
71,751
72,756
73,823
74,815
75,850
76,883
77,890
78,912
79,896
80,938
81,1011
82,986
83,997
84,940
85,1050
86,1034
87,1100
88,1002
89,1059
90,1058
91,1054
92,977
93,1047
94,1027
95,1010
96,904
97,974
98,950
99,861
100,886
101,845
102,842
103,799
104,764
105,706
106,717
107,663
108,617
109,557
110,562
111,639
112,513
113,531
114,508
115,493
116,460
117,445
118,432
119,412
120,400
121,393
122,380
123,344
124,360
125,303
126,317
127,287
128,301
129,283
130,247
131,264
132,258
133,231
134,257
135,216
136,217
137,186
138,186
139,180
140,157
141,185
142,166
143,156
144,158
145,162
146,140
147,140
148,130
149,122
150,118
