day,I
1,94
2,106
3,92
4,90
5,67
6,79
7,68
8,82
9,71
10,60
11,62
12,68
13,62
14,54
15,62
16,50
17,73
18,61
19,40
20,52
21,53
22,51
23,55
24,59
25,42
26,50
27,50
28,61
29,47
30,58
31,67
32,55
33,65
34,80
35,66
36,74
37,88
38,81
39,79
40,100
41,102
42,103
43,129
44,106
45,131
46,135
47,142
48,178
49,183
50,156
51,211
52,199
53,227
54,252
55,244
56,289
57,304
58,330
59,366
60,405
61,432
62,424
63,445
64,525
65,502
66,570
67,593
68,633
69,628
70,658
71,683
72,682
73,712
74,797
75,794
76,786
77,822
78,820
79,875
80,938
81,890
82,918
83,923
84,930
85,1026
86,973
87,961
88,951
89,920
90,992
91,957
92,944
93,913
94,925
95,914
96,927
97,817
98,820
99,777
100,819
101,740
102,715
103,652
104,693
105,680
106,651
107,575
108,555
109,549
110,534
111,554
112,498
113,488
114,454
115,439
116,453
117,394
118,358
119,381
120,405
121,315
122,329
123,311
124,306
125,280
126,283
127,273
128,224
129,250
130,243
131,246
132,237
133,191
134,217
135,203
136,185
137,192
138,159
139,173
140,158
141,135
142,153
143,122
144,131
145,152
146,135
147,136
148,120
149,111
150,112
