day,I
1,114
2,88
3,93
4,103
5,76
6,102
7,89
8,84
9,98
10,90
11,91
12,71
13,62
14,77
15,110
16,92
17,82
18,92
19,86
20,86
21,79
22,101
23,117
24,109
25,110
26,95
27,110
28,106
29,129
30,123
31,137
32,124
33,141
34,128
35,145
36,166
37,160
38,186
39,168
40,183
41,205
42,228
43,227
44,231
45,243
46,275
47,318
48,298
49,335
50,339
51,367
52,424
53,419
54,470
55,527
56,499
57,531
58,509
59,619
60,634
61,613
62,647
63,729
64,684
65,758
66,746
67,788
68,797
69,904
70,826
71,859
72,873
73,930
74,925
75,910
76,967
77,992
78,1010
79,982
80,995
81,977
82,977
83,996
84,983
85,976
86,959
87,942
88,981
89,920
90,888
91,892
92,893
93,880
94,865
95,791
96,796
97,728
98,785
99,726
100,680
101,642
102,667
103,592
104,596
105,586
106,568
107,558
108,502
109,514
110,501
111,510
112,457
113,466
114,424
115,448
116,411
117,346
118,369
119,363
120,378
121,326
122,335
123,330
124,308
125,283
126,311
127,279
128,277
129,255
130,262
131,252
132,221
133,241
134,232
135,239
136,221
137,204
138,205
139,186
140,198
141,196
142,195
143,169
144,166
145,165
146,151
147,161
148,159
149,145
150,149
