date,hospitalisations
2023-01-01,0
2023-01-02,2
2023-01-03,3
2023-01-04,3
2023-01-05,0
2023-01-06,1
2023-01-07,0
2023-01-08,1
2023-01-09,2
2023-01-10,4
2023-01-11,7
2023-01-12,0
2023-01-13,1
2023-01-14,1
2023-01-15,1
2023-01-16,4
2023-01-17,2
2023-01-18,2
2023-01-19,2
2023-01-20,2
2023-01-21,0
2023-01-22,2
2023-01-23,0
2023-01-24,1
2023-01-25,1
2023-01-26,1
2023-01-27,3
2023-01-28,0
2023-01-29,0
2023-01-30,1
2023-01-31,0
2023-02-01,3
2023-02-02,0
2023-02-03,3
2023-02-04,2
2023-02-05,0
2023-02-06,1
2023-02-07,3
2023-02-08,0
2023-02-09,3
2023-02-10,1
2023-02-11,2
2023-02-12,1
2023-02-13,1
2023-02-14,0
2023-02-15,2
2023-02-16,1
2023-02-17,1
2023-02-18,1
2023-02-19,0
2023-02-20,3
2023-02-21,2
2023-02-22,5
2023-02-23,4
2023-02-24,2
2023-02-25,2
2023-02-26,2
2023-02-27,4
2023-02-28,0
2023-03-01,10
2023-03-02,4
2023-03-03,9
2023-03-04,2
2023-03-05,0
2023-03-06,5
2023-03-07,2
2023-03-08,4
2023-03-09,6
2023-03-10,7
2023-03-11,1
2023-03-12,4
2023-03-13,6
2023-03-14,4
2023-03-15,5
2023-03-16,7
2023-03-17,6
2023-03-18,6
2023-03-19,2
2023-03-20,7
2023-03-21,9
2023-03-22,7
2023-03-23,10
2023-03-24,8
2023-03-25,1
2023-03-26,3
2023-03-27,9
2023-03-28,6
2023-03-29,8
2023-03-30,9
2023-03-31,7
2023-04-01,3
2023-04-02,10
2023-04-03,8
2023-04-04,12
2023-04-05,10
2023-04-06,6
2023-04-07,14
2023-04-08,6
2023-04-09,7
2023-04-10,12
2023-04-11,8
2023-04-12,11
2023-04-13,17
2023-04-14,11
2023-04-15,9
2023-04-16,11
2023-04-17,11
2023-04-18,15
2023-04-19,7
2023-04-20,16
2023-04-21,14
2023-04-22,2
2023-04-23,7
2023-04-24,11
2023-04-25,19
2023-04-26,18
2023-04-27,16
2023-04-28,12
2023-04-29,4
2023-04-30,4
2023-05-01,4
2023-05-02,10
2023-05-03,12
2023-05-04,7
2023-05-05,7
2023-05-06,6
2023-05-07,8
2023-05-08,8
2023-05-09,9
2023-05-10,8
2023-05-11,10
2023-05-12,12
2023-05-13,3
2023-05-14,2
2023-05-15,2
2023-05-16,7
2023-05-17,5
2023-05-18,4
2023-05-19,6
2023-05-20,6
2023-05-21,4
2023-05-22,8
2023-05-23,8
2023-05-24,6
2023-05-25,6
2023-05-26,5
2023-05-27,1
2023-05-28,1
2023-05-29,2
2023-05-30,4
