date,cases
2023-01-01,33
2023-01-02,68
2023-01-03,102
2023-01-04,60
2023-01-05,64
2023-01-06,44
2023-01-07,28
2023-01-08,23
2023-01-09,67
2023-01-10,39
2023-01-11,67
2023-01-12,46
2023-01-13,48
2023-01-14,37
2023-01-15,19
2023-01-16,35
2023-01-17,54
2023-01-18,48
2023-01-19,55
2023-01-20,54
2023-01-21,27
2023-01-22,28
2023-01-23,31
2023-01-24,47
2023-01-25,74
2023-01-26,57
2023-01-27,51
2023-01-28,23
2023-01-29,29
2023-01-30,53
2023-01-31,58
2023-02-01,70
2023-02-02,37
2023-02-03,99
2023-02-04,24
2023-02-05,40
2023-02-06,74
2023-02-07,65
2023-02-08,54
2023-02-09,69
2023-02-10,130
2023-02-11,58
2023-02-12,52
2023-02-13,190
2023-02-14,125
2023-02-15,133
2023-02-16,155
2023-02-17,214
2023-02-18,44
2023-02-19,41
2023-02-20,141
2023-02-21,107
2023-02-22,131
2023-02-23,122
2023-02-24,117
2023-02-25,106
2023-02-26,90
2023-02-27,80
2023-02-28,94
2023-03-01,210
2023-03-02,179
2023-03-03,239
2023-03-04,92
2023-03-05,126
2023-03-06,490
2023-03-07,444
2023-03-08,171
2023-03-09,156
2023-03-10,329
2023-03-11,138
2023-03-12,126
2023-03-13,598
2023-03-14,334
2023-03-15,329
2023-03-16,397
2023-03-17,238
2023-03-18,170
2023-03-19,177
2023-03-20,318
2023-03-21,376
2023-03-22,325
2023-03-23,416
2023-03-24,366
2023-03-25,250
2023-03-26,90
2023-03-27,207
2023-03-28,238
2023-03-29,458
2023-03-30,282
2023-03-31,270
2023-04-01,216
2023-04-02,109
2023-04-03,226
2023-04-04,429
2023-04-05,237
2023-04-06,170
2023-04-07,179
2023-04-08,113
2023-04-09,91
2023-04-10,304
2023-04-11,171
2023-04-12,107
2023-04-13,149
2023-04-14,190
2023-04-15,131
2023-04-16,103
2023-04-17,122
2023-04-18,121
2023-04-19,202
2023-04-20,153
2023-04-21,268
2023-04-22,77
2023-04-23,44
2023-04-24,151
2023-04-25,136
2023-04-26,51
2023-04-27,166
2023-04-28,138
2023-04-29,61
2023-04-30,62
2023-05-01,156
2023-05-02,47
2023-05-03,71
2023-05-04,214
2023-05-05,92
2023-05-06,27
2023-05-07,35
2023-05-08,76
2023-05-09,135
2023-05-10,116
2023-05-11,95
2023-05-12,114
2023-05-13,35
2023-05-14,29
2023-05-15,104
2023-05-16,82
2023-05-17,74
2023-05-18,78
2023-05-19,88
2023-05-20,18
2023-05-21,52
2023-05-22,94
2023-05-23,64
2023-05-24,74
2023-05-25,46
2023-05-26,59
2023-05-27,52
2023-05-28,46
2023-05-29,70
2023-05-30,43
