date,hospitalisations
2023-01-01,1
2023-01-02,4
2023-01-03,2
2023-01-04,16
2023-01-05,6
2023-01-06,13
2023-01-07,4
2023-01-08,6
2023-01-09,4
2023-01-10,8
2023-01-11,1
2023-01-12,14
2023-01-13,4
2023-01-14,1
2023-01-15,1
2023-01-16,3
2023-01-17,9
2023-01-18,23
2023-01-19,2
2023-01-20,6
2023-01-21,3
2023-01-22,5
2023-01-23,2
2023-01-24,11
2023-01-25,5
2023-01-26,8
2023-01-27,5
2023-01-28,5
2023-01-29,0
2023-01-30,6
2023-01-31,4
2023-02-01,6
2023-02-02,4
2023-02-03,6
2023-02-04,9
2023-02-05,3
2023-02-06,4
2023-02-07,1
2023-02-08,16
2023-02-09,11
2023-02-10,1
2023-02-11,11
2023-02-12,1
2023-02-13,19
2023-02-14,3
2023-02-15,6
2023-02-16,28
2023-02-17,3
2023-02-18,4
2023-02-19,3
2023-02-20,8
2023-02-21,6
2023-02-22,3
2023-02-23,12
2023-02-24,2
2023-02-25,11
2023-02-26,10
2023-02-27,13
2023-02-28,11
2023-03-01,6
2023-03-02,5
2023-03-03,7
2023-03-04,2
2023-03-05,10
2023-03-06,4
2023-03-07,7
2023-03-08,24
2023-03-09,9
2023-03-10,7
2023-03-11,3
2023-03-12,7
2023-03-13,2
2023-03-14,0
2023-03-15,14
2023-03-16,29
2023-03-17,9
2023-03-18,9
2023-03-19,2
2023-03-20,16
2023-03-21,3
2023-03-22,46
2023-03-23,5
2023-03-24,42
2023-03-25,11
2023-03-26,12
2023-03-27,6
2023-03-28,5
2023-03-29,11
2023-03-30,1
2023-03-31,28
2023-04-01,11
2023-04-02,8
2023-04-03,19
2023-04-04,31
2023-04-05,7
2023-04-06,32
2023-04-07,16
2023-04-08,2
2023-04-09,8
2023-04-10,6
2023-04-11,1
2023-04-12,35
2023-04-13,11
2023-04-14,11
2023-04-15,8
2023-04-16,6
2023-04-17,22
2023-04-18,14
2023-04-19,17
2023-04-20,16
2023-04-21,3
2023-04-22,11
2023-04-23,3
2023-04-24,16
2023-04-25,2
2023-04-26,2
2023-04-27,19
2023-04-28,28
2023-04-29,3
2023-04-30,10
2023-05-01,1
2023-05-02,14
2023-05-03,14
2023-05-04,22
2023-05-05,2
2023-05-06,3
2023-05-07,15
2023-05-08,10
2023-05-09,8
2023-05-10,5
2023-05-11,16
2023-05-12,24
2023-05-13,10
2023-05-14,6
2023-05-15,7
2023-05-16,3
2023-05-17,3
2023-05-18,14
2023-05-19,5
2023-05-20,12
2023-05-21,6
2023-05-22,5
2023-05-23,8
2023-05-24,2
2023-05-25,6
2023-05-26,8
2023-05-27,11
2023-05-28,4
2023-05-29,6
2023-05-30,20
