day,I
1,110
2,69
3,111
4,95
5,83
6,110
7,91
8,89
9,77
10,98
11,83
12,69
13,63
14,85
15,121
16,90
17,75
18,91
19,98
20,81
21,78
22,107
23,112
24,106
25,139
26,93
27,98
28,107
29,127
30,100
31,150
32,168
33,122
34,140
35,128
36,170
37,156
38,162
39,219
40,166
41,195
42,204
43,231
44,198
45,292
46,265
47,319
48,268
49,324
50,362
51,341
52,400
53,412
54,473
55,547
56,463
57,507
58,450
59,599
60,660
61,649
62,589
63,734
64,640
65,716
66,744
67,759
68,768
69,932
70,803
71,807
72,859
73,943
74,880
75,895
76,954
77,986
78,1044
79,980
80,979
81,953
82,909
83,961
84,993
85,944
86,927
87,977
88,968
89,856
90,871
91,854
92,928
93,878
94,893
95,799
96,755
97,756
98,804
99,717
100,697
101,684
102,716
103,644
104,602
105,602
106,616
107,529
108,539
109,547
110,548
111,573
112,474
113,493
114,421
115,485
116,449
117,364
118,395
119,373
120,423
121,370
122,334
123,332
124,324
125,342
126,328
127,312
128,298
129,257
130,293
131,268
132,227
133,269
134,256
135,246
136,251
137,212
138,224
139,199
140,197
141,210
142,210
143,174
144,183
145,171
146,166
147,148
148,159
149,158
150,144
