date,hospitalisations
2023-01-01,3
2023-01-02,6
2023-01-03,6
2023-01-04,9
2023-01-05,12
2023-01-06,9
2023-01-07,9
2023-01-08,2
2023-01-09,7
2023-01-10,6
2023-01-11,4
2023-01-12,7
2023-01-13,5
2023-01-14,1
2023-01-15,1
2023-01-16,5
2023-01-17,7
2023-01-18,1
2023-01-19,7
2023-01-20,8
2023-01-21,2
2023-01-22,5
2023-01-23,6
2023-01-24,6
2023-01-25,10
2023-01-26,6
2023-01-27,7
2023-01-28,2
2023-01-29,3
2023-01-30,6
2023-01-31,2
2023-02-01,5
2023-02-02,9
2023-02-03,3
2023-02-04,8
2023-02-05,3
2023-02-06,4
2023-02-07,8
2023-02-08,7
2023-02-09,5
2023-02-10,5
2023-02-11,4
2023-02-12,4
2023-02-13,1
2023-02-14,5
2023-02-15,10
2023-02-16,6
2023-02-17,9
2023-02-18,10
2023-02-19,6
2023-02-20,7
2023-02-21,8
2023-02-22,15
2023-02-23,7
2023-02-24,9
2023-02-25,7
2023-02-26,7
2023-02-27,14
2023-02-28,19
2023-03-01,14
2023-03-02,16
2023-03-03,13
2023-03-04,8
2023-03-05,8
2023-03-06,12
2023-03-07,17
2023-03-08,11
2023-03-09,15
2023-03-10,18
2023-03-11,12
2023-03-12,9
2023-03-13,21
2023-03-14,19
2023-03-15,19
2023-03-16,20
2023-03-17,20
2023-03-18,12
2023-03-19,18
2023-03-20,19
2023-03-21,18
2023-03-22,17
2023-03-23,18
2023-03-24,21
2023-03-25,10
2023-03-26,13
2023-03-27,30
2023-03-28,28
2023-03-29,16
2023-03-30,20
2023-03-31,25
2023-04-01,12
2023-04-02,16
2023-04-03,31
2023-04-04,19
2023-04-05,22
2023-04-06,22
2023-04-07,24
2023-04-08,11
2023-04-09,10
2023-04-10,21
2023-04-11,22
2023-04-12,32
2023-04-13,28
2023-04-14,13
2023-04-15,8
2023-04-16,9
2023-04-17,28
2023-04-18,19
2023-04-19,22
2023-04-20,25
2023-04-21,20
2023-04-22,8
2023-04-23,8
2023-04-24,26
2023-04-25,16
2023-04-26,20
2023-04-27,23
2023-04-28,16
2023-04-29,12
2023-04-30,9
2023-05-01,25
2023-05-02,25
2023-05-03,18
2023-05-04,14
2023-05-05,17
2023-05-06,9
2023-05-07,7
2023-05-08,22
2023-05-09,16
2023-05-10,16
2023-05-11,16
2023-05-12,18
2023-05-13,9
2023-05-14,11
2023-05-15,14
2023-05-16,7
2023-05-17,16
2023-05-18,12
2023-05-19,18
2023-05-20,10
2023-05-21,7
2023-05-22,17
2023-05-23,18
2023-05-24,15
2023-05-25,11
2023-05-26,13
2023-05-27,6
2023-05-28,8
2023-05-29,15
2023-05-30,10
