date,cases
2023-01-01,27
2023-01-02,46
2023-01-03,41
2023-01-04,38
2023-01-05,49
2023-01-06,53
2023-01-07,23
2023-01-08,18
2023-01-09,47
2023-01-10,39
2023-01-11,47
2023-01-12,53
2023-01-13,46
2023-01-14,21
2023-01-15,18
2023-01-16,50
2023-01-17,54
2023-01-18,58
2023-01-19,56
2023-01-20,61
2023-01-21,32
2023-01-22,31
2023-01-23,68
2023-01-24,76
2023-01-25,60
2023-01-26,56
2023-01-27,73
2023-01-28,33
2023-01-29,42
2023-01-30,91
2023-01-31,61
2023-02-01,72
2023-02-02,88
2023-02-03,64
2023-02-04,50
2023-02-05,50
2023-02-06,83
2023-02-07,102
2023-02-08,100
2023-02-09,106
2023-02-10,88
2023-02-11,55
2023-02-12,63
2023-02-13,128
2023-02-14,140
2023-02-15,165
2023-02-16,149
2023-02-17,147
2023-02-18,91
2023-02-19,100
2023-02-20,199
2023-02-21,223
2023-02-22,205
2023-02-23,217
2023-02-24,263
2023-02-25,134
2023-02-26,124
2023-02-27,259
2023-02-28,278
2023-03-01,329
2023-03-02,293
2023-03-03,297
2023-03-04,170
2023-03-05,164
2023-03-06,330
2023-03-07,386
2023-03-08,335
2023-03-09,354
2023-03-10,339
2023-03-11,192
2023-03-12,188
2023-03-13,432
2023-03-14,410
2023-03-15,432
2023-03-16,373
2023-03-17,429
2023-03-18,177
2023-03-19,171
2023-03-20,424
2023-03-21,379
2023-03-22,353
2023-03-23,324
2023-03-24,383
2023-03-25,169
2023-03-26,186
2023-03-27,355
2023-03-28,339
2023-03-29,332
2023-03-30,326
2023-03-31,321
2023-04-01,188
2023-04-02,136
2023-04-03,275
2023-04-04,271
2023-04-05,246
2023-04-06,222
2023-04-07,236
2023-04-08,124
2023-04-09,124
2023-04-10,230
2023-04-11,210
2023-04-12,198
2023-04-13,195
2023-04-14,152
2023-04-15,76
2023-04-16,66
2023-04-17,141
2023-04-18,135
2023-04-19,118
2023-04-20,126
2023-04-21,126
2023-04-22,68
2023-04-23,50
2023-04-24,126
2023-04-25,107
2023-04-26,101
2023-04-27,126
2023-04-28,95
2023-04-29,65
2023-04-30,62
2023-05-01,119
2023-05-02,92
2023-05-03,102
2023-05-04,108
2023-05-05,82
2023-05-06,32
2023-05-07,40
2023-05-08,69
2023-05-09,72
2023-05-10,86
2023-05-11,75
2023-05-12,68
2023-05-13,40
2023-05-14,27
2023-05-15,83
2023-05-16,76
2023-05-17,62
2023-05-18,59
2023-05-19,65
2023-05-20,36
2023-05-21,36
2023-05-22,74
2023-05-23,57
2023-05-24,58
2023-05-25,61
2023-05-26,79
2023-05-27,31
2023-05-28,31
2023-05-29,48
2023-05-30,66
