date,hospitalisations
2023-01-01,0
2023-01-02,9
2023-01-03,4
2023-01-04,5
2023-01-05,9
2023-01-06,2
2023-01-07,2
2023-01-08,3
2023-01-09,5
2023-01-10,12
2023-01-11,3
2023-01-12,2
2023-01-13,7
2023-01-14,6
2023-01-15,5
2023-01-16,4
2023-01-17,5
2023-01-18,4
2023-01-19,5
2023-01-20,7
2023-01-21,1
2023-01-22,2
2023-01-23,4
2023-01-24,3
2023-01-25,2
2023-01-26,2
2023-01-27,3
2023-01-28,1
2023-01-29,1
2023-01-30,9
2023-01-31,14
2023-02-01,17
2023-02-02,3
2023-02-03,5
2023-02-04,2
2023-02-05,2
2023-02-06,8
2023-02-07,11
2023-02-08,6
2023-02-09,6
2023-02-10,8
2023-02-11,3
2023-02-12,7
2023-02-13,8
2023-02-14,14
2023-02-15,18
2023-02-16,8
2023-02-17,12
2023-02-18,4
2023-02-19,0
2023-02-20,13
2023-02-21,18
2023-02-22,8
2023-02-23,7
2023-02-24,9
2023-02-25,4
2023-02-26,4
2023-02-27,11
2023-02-28,13
2023-03-01,14
2023-03-02,12
2023-03-03,15
2023-03-04,4
2023-03-05,14
2023-03-06,12
2023-03-07,12
2023-03-08,7
2023-03-09,14
2023-03-10,7
2023-03-11,7
2023-03-12,3
2023-03-13,30
2023-03-14,17
2023-03-15,23
2023-03-16,18
2023-03-17,19
2023-03-18,9
2023-03-19,6
2023-03-20,27
2023-03-21,13
2023-03-22,24
2023-03-23,13
2023-03-24,20
2023-03-25,6
2023-03-26,12
2023-03-27,29
2023-03-28,10
2023-03-29,30
2023-03-30,27
2023-03-31,19
2023-04-01,20
2023-04-02,8
2023-04-03,51
2023-04-04,21
2023-04-05,27
2023-04-06,21
2023-04-07,27
2023-04-08,16
2023-04-09,6
2023-04-10,17
2023-04-11,38
2023-04-12,23
2023-04-13,20
2023-04-14,21
2023-04-15,9
2023-04-16,10
2023-04-17,27
2023-04-18,22
2023-04-19,12
2023-04-20,18
2023-04-21,22
2023-04-22,18
2023-04-23,4
2023-04-24,34
2023-04-25,25
2023-04-26,16
2023-04-27,16
2023-04-28,14
2023-04-29,11
2023-04-30,4
2023-05-01,17
2023-05-02,20
2023-05-03,20
2023-05-04,14
2023-05-05,13
2023-05-06,20
2023-05-07,7
2023-05-08,30
2023-05-09,16
2023-05-10,22
2023-05-11,14
2023-05-12,18
2023-05-13,11
2023-05-14,5
2023-05-15,8
2023-05-16,16
2023-05-17,21
2023-05-18,15
2023-05-19,26
2023-05-20,6
2023-05-21,7
2023-05-22,17
2023-05-23,16
2023-05-24,15
2023-05-25,7
2023-05-26,8
2023-05-27,9
2023-05-28,3
2023-05-29,16
2023-05-30,8
