date,cases
2023-01-01,10
2023-01-02,31
2023-01-03,30
2023-01-04,31
2023-01-05,30
2023-01-06,42
2023-01-07,17
2023-01-08,24
2023-01-09,35
2023-01-10,45
2023-01-11,41
2023-01-12,34
2023-01-13,34
2023-01-14,27
2023-01-15,11
2023-01-16,33
2023-01-17,35
2023-01-18,29
2023-01-19,26
2023-01-20,29
2023-01-21,17
2023-01-22,13
2023-01-23,31
2023-01-24,32
2023-01-25,34
2023-01-26,31
2023-01-27,34
2023-01-28,18
2023-01-29,12
2023-01-30,31
2023-01-31,31
2023-02-01,36
2023-02-02,36
2023-02-03,37
2023-02-04,24
2023-02-05,15
2023-02-06,47
2023-02-07,42
2023-02-08,38
2023-02-09,51
2023-02-10,60
2023-02-11,23
2023-02-12,31
2023-02-13,47
2023-02-14,77
2023-02-15,68
2023-02-16,61
2023-02-17,91
2023-02-18,37
2023-02-19,53
2023-02-20,70
2023-02-21,80
2023-02-22,87
2023-02-23,82
2023-02-24,93
2023-02-25,41
2023-02-26,42
2023-02-27,107
2023-02-28,132
2023-03-01,122
2023-03-02,135
2023-03-03,158
2023-03-04,81
2023-03-05,80
2023-03-06,195
2023-03-07,168
2023-03-08,214
2023-03-09,184
2023-03-10,209
2023-03-11,100
2023-03-12,107
2023-03-13,274
2023-03-14,256
2023-03-15,260
2023-03-16,284
2023-03-17,321
2023-03-18,171
2023-03-19,150
2023-03-20,368
2023-03-21,387
2023-03-22,379
2023-03-23,358
2023-03-24,412
2023-03-25,191
2023-03-26,168
2023-03-27,347
2023-03-28,284
2023-03-29,263
2023-03-30,190
2023-03-31,197
2023-04-01,78
2023-04-02,86
2023-04-03,128
2023-04-04,99
2023-04-05,97
2023-04-06,87
2023-04-07,62
2023-04-08,28
2023-04-09,27
2023-04-10,49
2023-04-11,31
2023-04-12,23
2023-04-13,24
2023-04-14,24
2023-04-15,14
2023-04-16,6
2023-04-17,25
2023-04-18,16
2023-04-19,11
2023-04-20,5
2023-04-21,7
2023-04-22,6
2023-04-23,5
2023-04-24,8
2023-04-25,6
2023-04-26,3
2023-04-27,6
2023-04-28,4
2023-04-29,3
2023-04-30,2
2023-05-01,6
2023-05-02,3
2023-05-03,1
2023-05-04,0
2023-05-05,0
2023-05-06,2
2023-05-07,0
2023-05-08,1
2023-05-09,1
2023-05-10,1
2023-05-11,1
2023-05-12,1
2023-05-13,0
2023-05-14,0
2023-05-15,0
2023-05-16,0
2023-05-17,0
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,0
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,0
2023-05-30,0
