day,I
1,112
2,101
3,86
4,86
5,98
6,89
7,97
8,97
9,101
10,89
11,98
12,64
13,93
14,96
15,125
16,96
17,105
18,93
19,100
20,79
21,111
22,109
23,134
24,152
25,151
26,102
27,106
28,174
29,138
30,164
31,159
32,178
33,154
34,179
35,179
36,198
37,189
38,174
39,211
40,241
41,243
42,272
43,277
44,295
45,272
46,374
47,324
48,388
49,444
50,432
51,445
52,483
53,518
54,583
55,585
56,636
57,678
58,710
59,796
60,842
61,806
62,970
63,887
64,1106
65,1043
66,1090
67,1349
68,1373
69,1392
70,1453
71,1597
72,1657
73,1835
74,2016
75,1694
76,1255
77,723
78,862
79,875
80,805
81,791
82,727
83,562
84,508
85,475
86,462
87,382
88,332
89,311
90,294
91,292
92,242
93,225
94,201
95,190
96,145
97,148
98,149
99,120
100,104
101,92
102,90
103,85
104,72
105,69
106,56
107,57
108,44
109,45
110,53
111,35
112,30
113,26
114,29
115,26
116,28
117,28
118,12
119,17
120,12
121,10
122,15
123,19
124,9
125,13
126,10
127,3
128,9
129,4
130,5
131,3
132,6
133,3
134,6
135,8
136,0
137,1
138,1
139,0
140,2
141,2
142,1
143,1
144,3
145,1
146,1
147,0
148,0
149,0
150,1
