day,I
1,114
2,83
3,110
4,97
5,84
6,76
7,98
8,77
9,84
10,67
11,93
12,70
13,97
14,69
15,92
16,104
17,107
18,80
19,101
20,95
21,110
22,85
23,98
24,112
25,89
26,80
27,96
28,123
29,125
30,141
31,136
32,98
33,140
34,165
35,141
36,164
37,174
38,208
39,178
40,168
41,180
42,252
43,220
44,244
45,234
46,290
47,296
48,361
49,346
50,361
51,368
52,351
53,447
54,441
55,528
56,489
57,549
58,625
59,572
60,642
61,762
62,747
63,891
64,861
65,858
66,1028
67,1076
68,1139
69,1216
70,1278
71,1252
72,1477
73,1595
74,1676
75,1281
76,1071
77,641
78,719
79,696
80,698
81,688
82,557
83,519
84,447
85,424
86,382
87,308
88,266
89,262
90,249
91,239
92,182
93,149
94,174
95,146
96,131
97,126
98,91
99,124
100,77
101,62
102,72
103,65
104,66
105,75
106,58
107,32
108,28
109,29
110,39
111,24
112,16
113,21
114,26
115,23
116,19
117,18
118,6
119,9
120,13
121,7
122,12
123,10
124,6
125,2
126,3
127,10
128,5
129,10
130,2
131,6
132,2
133,1
134,2
135,3
136,2
137,1
138,2
139,0
140,2
141,0
142,1
143,0
144,2
145,0
146,1
147,2
148,0
149,0
150,0
