day,I
1,91
2,102
3,95
4,98
5,100
6,87
7,111
8,89
9,109
10,94
11,100
12,91
13,102
14,86
15,102
16,108
17,98
18,109
19,115
20,110
21,90
22,129
23,105
24,118
25,121
26,123
27,127
28,138
29,140
30,135
31,138
32,161
33,130
34,171
35,178
36,203
37,189
38,188
39,197
40,242
41,212
42,264
43,268
44,284
45,309
46,275
47,343
48,347
49,394
50,388
51,386
52,458
53,483
54,475
55,545
56,532
57,566
58,637
59,587
60,658
61,662
62,767
63,746
64,772
65,789
66,792
67,835
68,847
69,889
70,931
71,937
72,915
73,961
74,945
75,1041
76,990
77,1040
78,1032
79,1062
80,1085
81,1061
82,1033
83,1015
84,1064
85,1121
86,1055
87,1008
88,1031
89,978
90,1055
91,941
92,941
93,979
94,824
95,857
96,846
97,902
98,797
99,733
100,706
101,738
102,710
103,703
104,700
105,639
106,590
107,638
108,599
109,577
110,537
111,491
112,494
113,500
114,493
115,434
116,455
117,469
118,366
119,411
120,409
121,365
122,356
123,377
124,356
125,340
126,305
127,279
128,324
129,339
130,281
131,274
132,282
133,255
134,258
135,243
136,244
137,234
138,239
139,203
140,217
141,181
142,212
143,177
144,184
145,183
146,180
147,162
148,157
149,166
150,194
