date,hospitalisations
2023-01-01,2
2023-01-02,4
2023-01-03,4
2023-01-04,1
2023-01-05,7
2023-01-06,6
2023-01-07,1
2023-01-08,4
2023-01-09,8
2023-01-10,7
2023-01-11,4
2023-01-12,8
2023-01-13,5
2023-01-14,6
2023-01-15,1
2023-01-16,3
2023-01-17,2
2023-01-18,5
2023-01-19,9
2023-01-20,3
2023-01-21,1
2023-01-22,2
2023-01-23,2
2023-01-24,3
2023-01-25,3
2023-01-26,4
2023-01-27,2
2023-01-28,0
2023-01-29,1
2023-01-30,3
2023-01-31,3
2023-02-01,2
2023-02-02,1
2023-02-03,3
2023-02-04,2
2023-02-05,0
2023-02-06,4
2023-02-07,4
2023-02-08,0
2023-02-09,6
2023-02-10,5
2023-02-11,1
2023-02-12,1
2023-02-13,5
2023-02-14,1
2023-02-15,6
2023-02-16,3
2023-02-17,6
2023-02-18,0
2023-02-19,1
2023-02-20,4
2023-02-21,5
2023-02-22,7
2023-02-23,5
2023-02-24,2
2023-02-25,3
2023-02-26,1
2023-02-27,5
2023-02-28,8
2023-03-01,3
2023-03-02,6
2023-03-03,5
2023-03-04,3
2023-03-05,4
2023-03-06,7
2023-03-07,5
2023-03-08,11
2023-03-09,12
2023-03-10,10
2023-03-11,4
2023-03-12,5
2023-03-13,8
2023-03-14,7
2023-03-15,11
2023-03-16,13
2023-03-17,9
2023-03-18,2
2023-03-19,6
2023-03-20,16
2023-03-21,17
2023-03-22,10
2023-03-23,5
2023-03-24,12
2023-03-25,6
2023-03-26,1
2023-03-27,12
2023-03-28,16
2023-03-29,15
2023-03-30,18
2023-03-31,28
2023-04-01,9
2023-04-02,15
2023-04-03,15
2023-04-04,20
2023-04-05,15
2023-04-06,30
2023-04-07,15
2023-04-08,10
2023-04-09,11
2023-04-10,20
2023-04-11,17
2023-04-12,28
2023-04-13,26
2023-04-14,14
2023-04-15,15
2023-04-16,11
2023-04-17,22
2023-04-18,22
2023-04-19,21
2023-04-20,11
2023-04-21,30
2023-04-22,6
2023-04-23,11
2023-04-24,20
2023-04-25,21
2023-04-26,17
2023-04-27,25
2023-04-28,21
2023-04-29,13
2023-04-30,8
2023-05-01,23
2023-05-02,31
2023-05-03,19
2023-05-04,19
2023-05-05,17
2023-05-06,10
2023-05-07,7
2023-05-08,22
2023-05-09,18
2023-05-10,15
2023-05-11,14
2023-05-12,13
2023-05-13,13
2023-05-14,7
2023-05-15,27
2023-05-16,14
2023-05-17,9
2023-05-18,11
2023-05-19,10
2023-05-20,10
2023-05-21,8
2023-05-22,15
2023-05-23,12
2023-05-24,13
2023-05-25,8
2023-05-26,9
2023-05-27,4
2023-05-28,5
2023-05-29,6
2023-05-30,9
