date,cases
2023-01-01,35
2023-01-02,61
2023-01-03,66
2023-01-04,42
2023-01-05,46
2023-01-06,53
2023-01-07,34
2023-01-08,23
2023-01-09,60
2023-01-10,55
2023-01-11,53
2023-01-12,49
2023-01-13,43
2023-01-14,34
2023-01-15,22
2023-01-16,51
2023-01-17,63
2023-01-18,65
2023-01-19,53
2023-01-20,64
2023-01-21,26
2023-01-22,24
2023-01-23,62
2023-01-24,49
2023-01-25,61
2023-01-26,47
2023-01-27,55
2023-01-28,30
2023-01-29,31
2023-01-30,63
2023-01-31,68
2023-02-01,67
2023-02-02,50
2023-02-03,63
2023-02-04,27
2023-02-05,44
2023-02-06,76
2023-02-07,65
2023-02-08,60
2023-02-09,79
2023-02-10,91
2023-02-11,37
2023-02-12,48
2023-02-13,91
2023-02-14,82
2023-02-15,83
2023-02-16,101
2023-02-17,104
2023-02-18,55
2023-02-19,69
2023-02-20,97
2023-02-21,135
2023-02-22,115
2023-02-23,120
2023-02-24,150
2023-02-25,75
2023-02-26,76
2023-02-27,171
2023-02-28,178
2023-03-01,178
2023-03-02,166
2023-03-03,183
2023-03-04,110
2023-03-05,102
2023-03-06,223
2023-03-07,219
2023-03-08,246
2023-03-09,263
2023-03-10,236
2023-03-11,110
2023-03-12,141
2023-03-13,282
2023-03-14,270
2023-03-15,303
2023-03-16,249
2023-03-17,300
2023-03-18,135
2023-03-19,105
2023-03-20,275
2023-03-21,337
2023-03-22,290
2023-03-23,291
2023-03-24,307
2023-03-25,148
2023-03-26,159
2023-03-27,298
2023-03-28,281
2023-03-29,245
2023-03-30,278
2023-03-31,266
2023-04-01,137
2023-04-02,128
2023-04-03,213
2023-04-04,236
2023-04-05,231
2023-04-06,253
2023-04-07,223
2023-04-08,104
2023-04-09,118
2023-04-10,177
2023-04-11,184
2023-04-12,174
2023-04-13,181
2023-04-14,158
2023-04-15,99
2023-04-16,79
2023-04-17,153
2023-04-18,146
2023-04-19,129
2023-04-20,142
2023-04-21,128
2023-04-22,63
2023-04-23,43
2023-04-24,131
2023-04-25,117
2023-04-26,119
2023-04-27,103
2023-04-28,94
2023-04-29,54
2023-04-30,58
2023-05-01,87
2023-05-02,100
2023-05-03,115
2023-05-04,89
2023-05-05,106
2023-05-06,43
2023-05-07,55
2023-05-08,86
2023-05-09,83
2023-05-10,73
2023-05-11,69
2023-05-12,87
2023-05-13,32
2023-05-14,49
2023-05-15,98
2023-05-16,80
2023-05-17,65
2023-05-18,86
2023-05-19,91
2023-05-20,40
2023-05-21,43
2023-05-22,81
2023-05-23,68
2023-05-24,83
2023-05-25,83
2023-05-26,75
2023-05-27,41
2023-05-28,34
2023-05-29,68
2023-05-30,63
