date,hospitalisations
2023-01-01,1
2023-01-02,4
2023-01-03,2
2023-01-04,4
2023-01-05,4
2023-01-06,3
2023-01-07,4
2023-01-08,3
2023-01-09,5
2023-01-10,4
2023-01-11,5
2023-01-12,7
2023-01-13,0
2023-01-14,7
2023-01-15,4
2023-01-16,5
2023-01-17,5
2023-01-18,2
2023-01-19,3
2023-01-20,5
2023-01-21,4
2023-01-22,5
2023-01-23,6
2023-01-24,6
2023-01-25,6
2023-01-26,3
2023-01-27,6
2023-01-28,3
2023-01-29,1
2023-01-30,6
2023-01-31,4
2023-02-01,5
2023-02-02,2
2023-02-03,5
2023-02-04,2
2023-02-05,1
2023-02-06,9
2023-02-07,4
2023-02-08,7
2023-02-09,6
2023-02-10,7
2023-02-11,4
2023-02-12,5
2023-02-13,7
2023-02-14,2
2023-02-15,9
2023-02-16,8
2023-02-17,6
2023-02-18,4
2023-02-19,3
2023-02-20,7
2023-02-21,3
2023-02-22,8
2023-02-23,6
2023-02-24,9
2023-02-25,4
2023-02-26,4
2023-02-27,4
2023-02-28,7
2023-03-01,7
2023-03-02,15
2023-03-03,8
2023-03-04,3
2023-03-05,6
2023-03-06,7
2023-03-07,15
2023-03-08,11
2023-03-09,13
2023-03-10,15
2023-03-11,7
2023-03-12,7
2023-03-13,16
2023-03-14,9
2023-03-15,11
2023-03-16,24
2023-03-17,14
2023-03-18,7
2023-03-19,11
2023-03-20,24
2023-03-21,24
2023-03-22,20
2023-03-23,20
2023-03-24,21
2023-03-25,11
2023-03-26,14
2023-03-27,18
2023-03-28,21
2023-03-29,24
2023-03-30,28
2023-03-31,32
2023-04-01,18
2023-04-02,13
2023-04-03,25
2023-04-04,23
2023-04-05,26
2023-04-06,28
2023-04-07,26
2023-04-08,19
2023-04-09,16
2023-04-10,20
2023-04-11,41
2023-04-12,30
2023-04-13,38
2023-04-14,25
2023-04-15,15
2023-04-16,14
2023-04-17,46
2023-04-18,41
2023-04-19,24
2023-04-20,29
2023-04-21,31
2023-04-22,23
2023-04-23,13
2023-04-24,29
2023-04-25,32
2023-04-26,35
2023-04-27,25
2023-04-28,25
2023-04-29,9
2023-04-30,15
2023-05-01,15
2023-05-02,13
2023-05-03,18
2023-05-04,26
2023-05-05,21
2023-05-06,6
2023-05-07,12
2023-05-08,31
2023-05-09,18
2023-05-10,16
2023-05-11,23
2023-05-12,27
2023-05-13,6
2023-05-14,10
2023-05-15,24
2023-05-16,24
2023-05-17,20
2023-05-18,17
2023-05-19,11
2023-05-20,5
2023-05-21,9
2023-05-22,13
2023-05-23,14
2023-05-24,12
2023-05-25,14
2023-05-26,12
2023-05-27,4
2023-05-28,6
2023-05-29,9
2023-05-30,11
