date,hospitalisations
2023-01-01,3
2023-01-02,3
2023-01-03,2
2023-01-04,3
2023-01-05,3
2023-01-06,8
2023-01-07,3
2023-01-08,2
2023-01-09,5
2023-01-10,5
2023-01-11,6
2023-01-12,2
2023-01-13,2
2023-01-14,2
2023-01-15,2
2023-01-16,5
2023-01-17,5
2023-01-18,5
2023-01-19,6
2023-01-20,9
2023-01-21,0
2023-01-22,7
2023-01-23,1
2023-01-24,3
2023-01-25,3
2023-01-26,6
2023-01-27,2
2023-01-28,0
2023-01-29,2
2023-01-30,6
2023-01-31,1
2023-02-01,6
2023-02-02,4
2023-02-03,2
2023-02-04,3
2023-02-05,2
2023-02-06,3
2023-02-07,2
2023-02-08,5
2023-02-09,4
2023-02-10,7
2023-02-11,2
2023-02-12,1
2023-02-13,8
2023-02-14,9
2023-02-15,7
2023-02-16,3
2023-02-17,2
2023-02-18,4
2023-02-19,1
2023-02-20,5
2023-02-21,3
2023-02-22,6
2023-02-23,6
2023-02-24,7
2023-02-25,3
2023-02-26,7
2023-02-27,15
2023-02-28,7
2023-03-01,7
2023-03-02,10
2023-03-03,7
2023-03-04,7
2023-03-05,3
2023-03-06,11
2023-03-07,9
2023-03-08,11
2023-03-09,11
2023-03-10,18
2023-03-11,10
2023-03-12,11
2023-03-13,17
2023-03-14,17
2023-03-15,14
2023-03-16,19
2023-03-17,21
2023-03-18,7
2023-03-19,6
2023-03-20,23
2023-03-21,19
2023-03-22,32
2023-03-23,37
2023-03-24,34
2023-03-25,19
2023-03-26,8
2023-03-27,23
2023-03-28,36
2023-03-29,35
2023-03-30,32
2023-03-31,39
2023-04-01,9
2023-04-02,13
2023-04-03,15
2023-04-04,22
2023-04-05,23
2023-04-06,30
2023-04-07,8
2023-04-08,6
2023-04-09,4
2023-04-10,16
2023-04-11,5
2023-04-12,14
2023-04-13,8
2023-04-14,7
2023-04-15,7
2023-04-16,5
2023-04-17,9
2023-04-18,5
2023-04-19,11
2023-04-20,5
2023-04-21,6
2023-04-22,3
2023-04-23,2
2023-04-24,5
2023-04-25,5
2023-04-26,2
2023-04-27,3
2023-04-28,5
2023-04-29,2
2023-04-30,1
2023-05-01,0
2023-05-02,2
2023-05-03,1
2023-05-04,2
2023-05-05,0
2023-05-06,0
2023-05-07,0
2023-05-08,0
2023-05-09,1
2023-05-10,0
2023-05-11,0
2023-05-12,1
2023-05-13,0
2023-05-14,0
2023-05-15,0
2023-05-16,1
2023-05-17,0
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,0
2023-05-24,2
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,0
2023-05-30,0
