day,I
1,220
2,207
3,191
4,161
5,178
6,150
7,152
8,130
9,154
10,146
11,135
12,130
13,111
14,132
15,124
16,155
17,143
18,131
19,132
20,136
21,130
22,114
23,147
24,138
25,140
26,161
27,167
28,192
29,179
30,200
31,227
32,241
33,238
34,281
35,311
36,331
37,389
38,400
39,438
40,500
41,556
42,673
43,731
44,865
45,984
46,1114
47,1323
48,1412
49,1803
50,2057
51,2440
52,2861
53,3380
54,3909
55,4517
56,5396
57,6134
58,7269
59,8441
60,9390
61,10805
62,12237
63,13661
64,15236
65,17024
66,18940
67,20889
68,23550
69,25893
70,27958
71,30578
72,33513
73,36055
74,39050
75,41877
76,44793
77,47334
78,49816
79,52589
80,54307
81,56529
82,58670
83,60312
84,61601
85,62490
86,62861
87,63749
88,63315
89,62882
90,62131
91,61045
92,59637
93,58060
94,55790
95,53364
96,51318
97,47798
98,45675
99,42445
100,39629
101,36685
102,33591
103,30942
104,28212
105,25710
106,23760
107,21618
108,19753
109,18161
110,16405
111,15010
112,13739
113,12705
114,11338
115,10557
116,9607
117,8891
118,8104
119,7330
120,6740
121,6269
122,5698
123,5325
124,4874
125,4366
126,4125
127,3762
128,3419
129,3127
130,2895
131,2611
132,2436
133,2266
134,2072
135,1900
136,1696
137,1533
138,1423
139,1296
140,1162
141,1059
142,1019
143,864
144,883
145,774
146,706
147,672
148,565
149,585
150,498
