day,I
1,103
2,107
3,102
4,99
5,81
6,81
7,94
8,83
9,81
10,78
11,87
12,75
13,87
14,100
15,79
16,81
17,110
18,75
19,100
20,105
21,99
22,109
23,94
24,132
25,119
26,154
27,138
28,163
29,144
30,173
31,155
32,147
33,193
34,220
35,220
36,229
37,304
38,342
39,353
40,403
41,463
42,522
43,579
44,681
45,820
46,883
47,1056
48,1197
49,1428
50,1641
51,2003
52,2371
53,2748
54,3200
55,3725
56,4341
57,4835
58,5727
59,6330
60,7432
61,8425
62,9488
63,10808
64,12016
65,13756
66,15121
67,16794
68,18753
69,20827
70,22535
71,24651
72,26712
73,28845
74,31005
75,33119
76,35321
77,37549
78,39471
79,40838
80,42819
81,44346
82,46190
83,47565
84,48411
85,48789
86,49827
87,49496
88,50285
89,49751
90,48399
91,47894
92,46250
93,44788
94,43092
95,41374
96,39563
97,37282
98,35012
99,33038
100,30665
101,28190
102,25948
103,23573
104,22068
105,19761
106,18251
107,16719
108,15211
109,14094
110,12648
111,11752
112,10886
113,9899
114,9025
115,8378
116,7441
117,6975
118,6408
119,5766
120,5360
121,4836
122,4484
123,4064
124,3703
125,3421
126,3192
127,2893
128,2719
129,2474
130,2211
131,2085
132,1930
133,1705
134,1578
135,1406
136,1290
137,1198
138,1111
139,984
140,934
141,849
142,768
143,769
144,665
145,629
146,573
147,524
148,493
149,466
150,442
