day,I
1,101
2,37
3,157
4,78
5,100
6,129
7,94
8,102
9,42
10,118
11,68
12,66
13,64
14,104
15,153
16,86
17,60
18,89
19,128
20,71
21,75
22,120
23,99
24,99
25,219
26,87
27,72
28,107
29,121
30,121
31,205
32,108
33,148
34,89
35,200
36,143
37,144
38,254
39,134
40,174
41,213
42,265
43,127
44,405
45,239
46,326
47,221
48,315
49,429
50,298
51,361
52,410
53,498
54,617
55,408
56,476
57,352
58,581
59,755
60,769
61,501
62,786
63,585
64,670
65,791
66,746
67,757
68,1064
69,811
70,753
71,896
72,1046
73,852
74,938
75,1005
76,1057
77,1215
78,1066
79,1033
80,991
81,852
82,980
83,1119
84,971
85,954
86,1171
87,1044
88,815
89,934
90,872
91,1129
92,983
93,1076
94,925
95,764
96,929
97,961
98,797
99,839
100,879
101,930
102,865
103,698
104,723
105,819
106,539
107,706
108,700
109,741
110,810
111,581
112,625
113,475
114,641
115,605
116,461
117,513
118,449
119,593
120,536
121,380
122,381
123,404
124,546
125,412
126,439
127,390
128,299
129,412
130,344
131,274
132,374
133,353
134,297
135,359
136,257
137,300
138,258
139,222
140,270
141,271
142,210
143,249
144,233
145,194
146,149
147,181
148,193
149,177
150,204
