day,I
1,58
2,60
3,62
4,56
5,57
6,55
7,70
8,49
9,59
10,48
11,55
12,47
13,54
14,38
15,48
16,32
17,47
18,42
19,48
20,40
21,43
22,46
23,37
24,40
25,38
26,40
27,42
28,40
29,42
30,39
31,31
32,33
33,46
34,33
35,31
36,46
37,45
38,46
39,43
40,44
41,51
42,57
43,55
44,58
45,63
46,41
47,98
48,63
49,89
50,89
51,87
52,108
53,117
54,116
55,142
56,160
57,146
58,151
59,176
60,163
61,186
62,202
63,197
64,225
65,202
66,244
67,265
68,285
69,263
70,271
71,318
72,315
73,299
74,311
75,345
76,347
77,347
78,366
79,355
80,417
81,391
82,406
83,378
84,367
85,436
86,384
87,417
88,422
89,391
90,345
91,397
92,434
93,412
94,357
95,409
96,376
97,377
98,363
99,389
100,402
101,295
102,351
103,319
104,324
105,301
106,292
107,285
108,258
109,271
110,255
111,207
112,181
113,232
114,222
115,195
116,179
117,207
118,152
119,182
120,146
121,146
122,159
123,138
124,145
125,134
126,112
127,146
128,114
129,112
130,108
131,95
132,120
133,87
134,65
135,105
136,84
137,86
138,67
139,81
140,71
141,66
142,51
143,70
144,67
145,61
146,51
147,47
148,39
149,39
150,52
