day,I
1,91
2,86
3,82
4,102
5,119
6,93
7,107
8,105
9,126
10,132
11,121
12,151
13,163
14,171
15,177
16,183
17,191
18,203
19,228
20,222
21,292
22,291
23,302
24,311
25,297
26,340
27,377
28,343
29,357
30,399
31,377
32,415
33,376
34,395
35,398
36,346
37,372
38,376
39,344
40,313
41,317
42,308
43,270
44,244
45,218
46,196
47,213
48,171
49,170
50,122
51,146
52,117
53,98
54,107
55,92
56,96
57,92
58,64
59,67
60,82
61,80
62,72
63,66
64,70
65,92
66,88
67,91
68,83
69,108
70,94
71,103
72,106
73,116
74,118
75,158
76,137
77,176
78,186
79,164
80,167
81,185
82,209
83,223
84,218
85,268
86,243
87,238
88,308
89,304
90,276
91,273
92,300
93,281
94,326
95,293
96,282
97,252
98,252
99,252
100,260
101,231
102,229
103,194
104,174
105,171
106,161
107,145
108,142
109,121
110,127
111,110
112,102
113,103
114,88
115,94
116,76
117,65
118,71
119,78
120,73
121,64
122,45
123,51
124,53
125,60
126,74
127,61
128,76
129,61
130,59
131,88
132,76
133,89
134,87
135,112
136,97
137,96
138,107
139,120
140,133
141,133
142,133
143,143
144,138
145,169
146,152
147,174
148,177
149,173
150,191
