day,I
1,77
2,121
3,102
4,124
5,107
6,93
7,107
8,135
9,144
10,128
11,117
12,150
13,147
14,142
15,160
16,141
17,179
18,167
19,185
20,198
21,222
22,214
23,261
24,239
25,251
26,270
27,260
28,293
29,303
30,298
31,304
32,300
33,340
34,303
35,288
36,312
37,293
38,271
39,271
40,264
41,229
42,216
43,215
44,191
45,170
46,147
47,149
48,128
49,154
50,134
51,126
52,107
53,99
54,102
55,98
56,74
57,75
58,81
59,57
60,69
61,66
62,57
63,63
64,62
65,53
66,73
67,67
68,67
69,76
70,77
71,71
72,81
73,89
74,84
75,94
76,119
77,115
78,96
79,123
80,141
81,142
82,149
83,166
84,163
85,199
86,182
87,201
88,190
89,205
90,230
91,212
92,202
93,193
94,213
95,197
96,210
97,211
98,201
99,195
100,164
101,167
102,169
103,165
104,134
105,149
106,106
107,107
108,100
109,98
110,75
111,67
112,77
113,52
114,63
115,46
116,47
117,49
118,45
119,38
120,42
121,29
122,39
123,44
124,36
125,38
126,38
127,36
128,38
129,42
130,50
131,44
132,67
133,55
134,38
135,43
136,53
137,75
138,83
139,60
140,82
141,72
142,98
143,92
144,107
145,94
146,94
147,110
148,125
149,103
150,134
