day,I
1,89
2,89
3,103
4,80
5,97
6,108
7,112
8,90
9,95
10,92
11,141
12,127
13,115
14,118
15,133
16,164
17,170
18,173
19,177
20,208
21,215
22,233
23,238
24,226
25,247
26,257
27,270
28,298
29,274
30,277
31,294
32,274
33,289
34,271
35,267
36,285
37,288
38,264
39,218
40,228
41,240
42,197
43,185
44,130
45,168
46,140
47,108
48,119
49,87
50,87
51,73
52,86
53,62
54,48
55,60
56,56
57,41
58,45
59,54
60,53
61,37
62,45
63,48
64,52
65,50
66,44
67,47
68,51
69,62
70,55
71,60
72,68
73,74
74,77
75,60
76,86
77,100
78,87
79,83
80,115
81,106
82,142
83,107
84,114
85,152
86,122
87,161
88,145
89,168
90,146
91,152
92,159
93,158
94,178
95,161
96,167
97,180
98,158
99,140
100,154
101,122
102,116
103,111
104,117
105,107
106,67
107,86
108,78
109,63
110,71
111,50
112,47
113,42
114,46
115,43
116,40
117,29
118,27
119,39
120,31
121,36
122,20
123,29
124,25
125,22
126,28
127,14
128,25
129,23
130,26
131,29
132,28
133,33
134,28
135,32
136,27
137,45
138,49
139,43
140,37
141,57
142,48
143,59
144,70
145,56
146,63
147,66
148,75
149,76
150,77
