date,cases
2023-01-01,3
2023-01-02,10
2023-01-03,75
2023-01-04,30
2023-01-05,54
2023-01-06,85
2023-01-07,17
2023-01-08,2
2023-01-09,9
2023-01-10,57
2023-01-11,18
2023-01-12,95
2023-01-13,35
2023-01-14,44
2023-01-15,33
2023-01-16,42
2023-01-17,104
2023-01-18,121
2023-01-19,24
2023-01-20,35
2023-01-21,25
2023-01-22,40
2023-01-23,47
2023-01-24,13
2023-01-25,88
2023-01-26,82
2023-01-27,107
2023-01-28,47
2023-01-29,27
2023-01-30,93
2023-01-31,110
2023-02-01,35
2023-02-02,3
2023-02-03,51
2023-02-04,45
2023-02-05,58
2023-02-06,126
2023-02-07,98
2023-02-08,94
2023-02-09,82
2023-02-10,100
2023-02-11,59
2023-02-12,8
2023-02-13,195
2023-02-14,163
2023-02-15,76
2023-02-16,312
2023-02-17,57
2023-02-18,95
2023-02-19,62
2023-02-20,306
2023-02-21,140
2023-02-22,34
2023-02-23,68
2023-02-24,235
2023-02-25,67
2023-02-26,242
2023-02-27,144
2023-02-28,113
2023-03-01,1094
2023-03-02,906
2023-03-03,337
2023-03-04,85
2023-03-05,155
2023-03-06,207
2023-03-07,276
2023-03-08,280
2023-03-09,257
2023-03-10,542
2023-03-11,248
2023-03-12,129
2023-03-13,174
2023-03-14,131
2023-03-15,323
2023-03-16,1056
2023-03-17,200
2023-03-18,235
2023-03-19,92
2023-03-20,666
2023-03-21,228
2023-03-22,616
2023-03-23,592
2023-03-24,92
2023-03-25,365
2023-03-26,89
2023-03-27,101
2023-03-28,181
2023-03-29,132
2023-03-30,170
2023-03-31,144
2023-04-01,172
2023-04-02,220
2023-04-03,365
2023-04-04,183
2023-04-05,69
2023-04-06,203
2023-04-07,378
2023-04-08,123
2023-04-09,132
2023-04-10,437
2023-04-11,82
2023-04-12,211
2023-04-13,85
2023-04-14,45
2023-04-15,115
2023-04-16,19
2023-04-17,15
2023-04-18,106
2023-04-19,20
2023-04-20,30
2023-04-21,120
2023-04-22,18
2023-04-23,78
2023-04-24,40
2023-04-25,188
2023-04-26,57
2023-04-27,75
2023-04-28,48
2023-04-29,24
2023-04-30,30
2023-05-01,9
2023-05-02,65
2023-05-03,142
2023-05-04,23
2023-05-05,83
2023-05-06,21
2023-05-07,14
2023-05-08,7
2023-05-09,38
2023-05-10,49
2023-05-11,66
2023-05-12,135
2023-05-13,31
2023-05-14,14
2023-05-15,70
2023-05-16,153
2023-05-17,62
2023-05-18,32
2023-05-19,68
2023-05-20,8
2023-05-21,150
2023-05-22,227
2023-05-23,86
2023-05-24,89
2023-05-25,86
2023-05-26,41
2023-05-27,52
2023-05-28,42
2023-05-29,21
2023-05-30,25
