date,hospitalisations
2023-01-01,0
2023-01-02,7
2023-01-03,11
2023-01-04,7
2023-01-05,4
2023-01-06,9
2023-01-07,2
2023-01-08,9
2023-01-09,8
2023-01-10,4
2023-01-11,8
2023-01-12,3
2023-01-13,4
2023-01-14,2
2023-01-15,6
2023-01-16,5
2023-01-17,6
2023-01-18,7
2023-01-19,5
2023-01-20,4
2023-01-21,1
2023-01-22,4
2023-01-23,6
2023-01-24,6
2023-01-25,4
2023-01-26,7
2023-01-27,5
2023-01-28,2
2023-01-29,2
2023-01-30,5
2023-01-31,4
2023-02-01,3
2023-02-02,11
2023-02-03,6
2023-02-04,0
2023-02-05,4
2023-02-06,6
2023-02-07,6
2023-02-08,6
2023-02-09,6
2023-02-10,9
2023-02-11,3
2023-02-12,3
2023-02-13,6
2023-02-14,5
2023-02-15,8
2023-02-16,12
2023-02-17,7
2023-02-18,5
2023-02-19,3
2023-02-20,4
2023-02-21,11
2023-02-22,13
2023-02-23,15
2023-02-24,13
2023-02-25,5
2023-02-26,4
2023-02-27,10
2023-02-28,14
2023-03-01,10
2023-03-02,11
2023-03-03,18
2023-03-04,6
2023-03-05,6
2023-03-06,10
2023-03-07,12
2023-03-08,17
2023-03-09,11
2023-03-10,14
2023-03-11,13
2023-03-12,6
2023-03-13,8
2023-03-14,16
2023-03-15,16
2023-03-16,21
2023-03-17,11
2023-03-18,5
2023-03-19,10
2023-03-20,13
2023-03-21,16
2023-03-22,22
2023-03-23,21
2023-03-24,13
2023-03-25,9
2023-03-26,6
2023-03-27,18
2023-03-28,17
2023-03-29,16
2023-03-30,26
2023-03-31,18
2023-04-01,11
2023-04-02,14
2023-04-03,23
2023-04-04,22
2023-04-05,30
2023-04-06,19
2023-04-07,21
2023-04-08,9
2023-04-09,11
2023-04-10,22
2023-04-11,15
2023-04-12,19
2023-04-13,22
2023-04-14,12
2023-04-15,12
2023-04-16,9
2023-04-17,22
2023-04-18,20
2023-04-19,22
2023-04-20,17
2023-04-21,24
2023-04-22,8
2023-04-23,10
2023-04-24,18
2023-04-25,27
2023-04-26,11
2023-04-27,13
2023-04-28,27
2023-04-29,4
2023-04-30,14
2023-05-01,24
2023-05-02,13
2023-05-03,20
2023-05-04,24
2023-05-05,23
2023-05-06,11
2023-05-07,7
2023-05-08,21
2023-05-09,14
2023-05-10,11
2023-05-11,10
2023-05-12,18
2023-05-13,7
2023-05-14,13
2023-05-15,20
2023-05-16,18
2023-05-17,4
2023-05-18,12
2023-05-19,16
2023-05-20,8
2023-05-21,7
2023-05-22,14
2023-05-23,18
2023-05-24,15
2023-05-25,12
2023-05-26,14
2023-05-27,9
2023-05-28,8
2023-05-29,5
2023-05-30,6
