day,I
1,105
2,92
3,90
4,114
5,120
6,82
7,74
8,94
9,116
10,79
11,89
12,70
13,93
14,94
15,95
16,91
17,119
18,106
19,98
20,110
21,101
22,126
23,140
24,111
25,132
26,141
27,129
28,128
29,159
30,154
31,163
32,149
33,203
34,154
35,203
36,232
37,193
38,257
39,222
40,263
41,289
42,288
43,276
44,346
45,395
46,350
47,431
48,370
49,515
50,482
51,540
52,554
53,541
54,629
55,684
56,715
57,710
58,702
59,762
60,773
61,935
62,864
63,853
64,958
65,1027
66,974
67,1005
68,1118
69,1072
70,1158
71,1112
72,1219
73,1230
74,1324
75,1217
76,1128
77,1295
78,1288
79,1260
80,1345
81,1220
82,1330
83,1302
84,1249
85,1331
86,1256
87,1270
88,1149
89,1261
90,1152
91,1242
92,1191
93,1111
94,1164
95,1035
96,978
97,967
98,1006
99,918
100,900
101,911
102,781
103,786
104,816
105,706
106,787
107,720
108,713
109,653
110,686
111,663
112,650
113,573
114,569
115,587
116,539
117,520
118,536
119,489
120,476
121,453
122,543
123,420
124,386
125,349
126,412
127,414
128,375
129,349
130,330
131,339
132,306
133,329
134,259
135,284
136,264
137,274
138,270
139,225
140,261
141,218
142,235
143,257
144,211
145,212
146,192
147,155
148,193
149,188
150,131
