day,I
1,113
2,100
3,116
4,107
5,92
6,98
7,93
8,97
9,89
10,89
11,75
12,88
13,73
14,59
15,77
16,54
17,79
18,74
19,46
20,63
21,72
22,61
23,67
24,60
25,66
26,73
27,77
28,63
29,73
30,64
31,83
32,81
33,84
34,86
35,84
36,95
37,77
38,91
39,106
40,110
41,110
42,119
43,138
44,143
45,139
46,140
47,181
48,201
49,185
50,185
51,222
52,248
53,248
54,299
55,256
56,327
57,341
58,368
59,385
60,405
61,471
62,478
63,521
64,512
65,557
66,595
67,609
68,645
69,680
70,707
71,750
72,780
73,769
74,776
75,858
76,902
77,855
78,906
79,975
80,926
81,981
82,935
83,971
84,1033
85,970
86,1020
87,1005
88,1050
89,1000
90,1042
91,1016
92,1007
93,1016
94,985
95,978
96,977
97,935
98,920
99,841
100,869
101,855
102,866
103,750
104,760
105,708
106,682
107,685
108,600
109,603
110,604
111,569
112,558
113,495
114,473
115,442
116,429
117,435
118,380
119,393
120,354
121,329
122,340
123,295
124,337
125,275
126,280
127,271
128,219
129,238
130,264
131,219
132,217
133,220
134,182
135,196
136,185
137,192
138,175
139,167
140,151
141,162
142,158
143,143
144,143
145,122
146,146
147,118
148,98
149,129
150,108
