date,cases
2023-01-01,11
2023-01-02,27
2023-01-03,16
2023-01-04,24
2023-01-05,30
2023-01-06,26
2023-01-07,2
2023-01-08,10
2023-01-09,32
2023-01-10,32
2023-01-11,35
2023-01-12,29
2023-01-13,23
2023-01-14,7
2023-01-15,4
2023-01-16,26
2023-01-17,25
2023-01-18,29
2023-01-19,20
2023-01-20,23
2023-01-21,3
2023-01-22,4
2023-01-23,33
2023-01-24,12
2023-01-25,28
2023-01-26,33
2023-01-27,21
2023-01-28,3
2023-01-29,11
2023-01-30,25
2023-01-31,31
2023-02-01,21
2023-02-02,28
2023-02-03,18
2023-02-04,3
2023-02-05,4
2023-02-06,22
2023-02-07,17
2023-02-08,27
2023-02-09,25
2023-02-10,28
2023-02-11,9
2023-02-12,7
2023-02-13,30
2023-02-14,32
2023-02-15,22
2023-02-16,33
2023-02-17,38
2023-02-18,10
2023-02-19,5
2023-02-20,36
2023-02-21,41
2023-02-22,43
2023-02-23,42
2023-02-24,53
2023-02-25,15
2023-02-26,14
2023-02-27,49
2023-02-28,71
2023-03-01,80
2023-03-02,89
2023-03-03,78
2023-03-04,14
2023-03-05,17
2023-03-06,92
2023-03-07,75
2023-03-08,95
2023-03-09,103
2023-03-10,109
2023-03-11,35
2023-03-12,34
2023-03-13,111
2023-03-14,122
2023-03-15,107
2023-03-16,113
2023-03-17,129
2023-03-18,23
2023-03-19,26
2023-03-20,101
2023-03-21,117
2023-03-22,135
2023-03-23,133
2023-03-24,137
2023-03-25,42
2023-03-26,25
2023-03-27,118
2023-03-28,90
2023-03-29,113
2023-03-30,111
2023-03-31,116
2023-04-01,28
2023-04-02,37
2023-04-03,97
2023-04-04,110
2023-04-05,107
2023-04-06,101
2023-04-07,91
2023-04-08,17
2023-04-09,25
2023-04-10,90
2023-04-11,65
2023-04-12,86
2023-04-13,77
2023-04-14,79
2023-04-15,18
2023-04-16,20
2023-04-17,59
2023-04-18,72
2023-04-19,59
2023-04-20,58
2023-04-21,65
2023-04-22,12
2023-04-23,15
2023-04-24,49
2023-04-25,55
2023-04-26,38
2023-04-27,51
2023-04-28,51
2023-04-29,15
2023-04-30,14
2023-05-01,45
2023-05-02,40
2023-05-03,38
2023-05-04,32
2023-05-05,42
2023-05-06,8
2023-05-07,9
2023-05-08,35
2023-05-09,36
2023-05-10,26
2023-05-11,27
2023-05-12,28
2023-05-13,5
2023-05-14,11
2023-05-15,36
2023-05-16,28
2023-05-17,25
2023-05-18,39
2023-05-19,33
2023-05-20,4
2023-05-21,8
2023-05-22,27
2023-05-23,26
2023-05-24,31
2023-05-25,31
2023-05-26,31
2023-05-27,3
2023-05-28,5
2023-05-29,22
2023-05-30,10
