day,I
1,58
2,59
3,46
4,41
5,61
6,46
7,52
8,44
9,47
10,46
11,37
12,37
13,39
14,31
15,34
16,32
17,37
18,28
19,34
20,32
21,32
22,22
23,25
24,41
25,47
26,43
27,35
28,35
29,31
30,27
31,27
32,42
33,40
34,30
35,36
36,38
37,39
38,56
39,61
40,57
41,65
42,55
43,65
44,64
45,71
46,75
47,104
48,105
49,108
50,136
51,132
52,133
53,170
54,155
55,185
56,193
57,186
58,220
59,229
60,199
61,265
62,297
63,287
64,287
65,351
66,325
67,369
68,351
69,391
70,408
71,414
72,437
73,433
74,430
75,431
76,453
77,448
78,458
79,481
80,485
81,526
82,533
83,540
84,508
85,547
86,486
87,593
88,477
89,538
90,493
91,483
92,490
93,471
94,466
95,412
96,425
97,407
98,388
99,399
100,380
101,336
102,343
103,356
104,322
105,272
106,272
107,252
108,256
109,234
110,234
111,261
112,231
113,228
114,221
115,199
116,190
117,216
118,184
119,185
120,167
121,143
122,154
123,129
124,124
125,126
126,118
127,94
128,117
129,83
130,79
131,93
132,70
133,93
134,87
135,97
136,110
137,71
138,87
139,86
140,74
141,93
142,92
143,90
144,76
145,90
146,64
147,75
148,84
149,67
150,74
